infinitivo,ending,pensyl,stem,pronoun,tense,mood,class_suff,class_pensyl,conjugacion
entretener,er,te,n,tu,1,1,vieres,tu,entretuvieres
entretener,er,te,n,el,1,1,viere,tu,entretuviere
entretener,er,te,n,nosotros,1,1,viéremos,tu,entretuviéremos
entretener,er,te,n,vosotros,1,1,viereis,tu,entretuviereis
entretener,er,te,n,ellos,1,1,vieren,tu,entretuvieren
entretener,er,te,n,nosotros,0,2,gamos,ten,entretengamos
entretener,er,te,n,vosotros,0,2,ed,0,entretened
analizar,ar,li,&theta.,yo,0,0,o,0,analizo
analizar,ar,li,&theta.,tu,0,0,as,0,analizas
analizar,ar,li,&theta.,el,0,0,a,0,analiza
analizar,ar,li,&theta.,nosotros,0,0,amos,0,analizamos
analizar,ar,li,&theta.,vosotros,0,0,áis,0,analizáis
analizar,ar,li,&theta.,ellos,0,0,an,0,analizan
analizar,ar,li,&theta.,yo,1,0,aba,0,analizaba
analizar,ar,li,&theta.,tu,1,0,abas,0,analizabas
analizar,ar,li,&theta.,el,1,0,aba,0,analizaba
analizar,ar,li,&theta.,nosotros,1,0,ábamos,0,analizábamos
analizar,ar,li,&theta.,vosotros,1,0,abais,0,analizabais
analizar,ar,li,&theta.,ellos,1,0,aban,0,analizaban
analizar,ar,li,&theta.,yo,2,0,cé,0,analicé
analizar,ar,li,&theta.,tu,2,0,aste,0,analizaste
analizar,ar,li,&theta.,el,2,0,ó,0,analizó
analizar,ar,li,&theta.,nosotros,2,0,amos,0,analizamos
analizar,ar,li,&theta.,vosotros,2,0,asteis,0,analizasteis
analizar,ar,li,&theta.,ellos,2,0,aron,0,analizaron
analizar,ar,li,&theta.,yo,1,0,aré,0,analizaré
analizar,ar,li,&theta.,tu,1,0,arás,0,analizarás
analizar,ar,li,&theta.,el,1,0,ará,0,analizará
analizar,ar,li,&theta.,nosotros,1,0,aremos,0,analizaremos
analizar,ar,li,&theta.,vosotros,1,0,aréis,0,analizaréis
analizar,ar,li,&theta.,ellos,1,0,arán,0,analizarán
analizar,ar,li,&theta.,yo,2,0,aría,0,analizaría
analizar,ar,li,&theta.,tu,2,0,arías,0,analizarías
analizar,ar,li,&theta.,el,2,0,aría,0,analizaría
analizar,ar,li,&theta.,nosotros,2,0,aríamos,0,analizaríamos
analizar,ar,li,&theta.,vosotros,2,0,aríais,0,analizaríais
analizar,ar,li,&theta.,ellos,2,0,arían,0,analizarían
analizar,ar,li,&theta.,yo,0,1,ce,0,analice
analizar,ar,li,&theta.,tu,0,1,ces,0,analices
analizar,ar,li,&theta.,el,0,1,ce,0,analice
analizar,ar,li,&theta.,nosotros,0,1,cemos,0,analicemos
analizar,ar,li,&theta.,vosotros,0,1,céis,0,analicéis
analizar,ar,li,&theta.,ellos,0,1,cen,0,analicen
analizar,ar,li,&theta.,yo,1,1,ara,0,analizara
analizar,ar,li,&theta.,tu,1,1,aras,0,analizaras
analizar,ar,li,&theta.,el,1,1,ara,0,analizara
analizar,ar,li,&theta.,nosotros,1,1,áramos,0,analizáramos
analizar,ar,li,&theta.,vosotros,1,1,arais,0,analizarais
analizar,ar,li,&theta.,ellos,1,1,aran,0,analizaran
analizar,ar,li,&theta.,yo,1,1,are,0,analizare
analizar,ar,li,&theta.,tu,1,1,ares,0,analizares
analizar,ar,li,&theta.,el,1,1,are,0,analizare
analizar,ar,li,&theta.,nosotros,1,1,áremos,0,analizáremos
analizar,ar,li,&theta.,vosotros,1,1,areis,0,analizareis
analizar,ar,li,&theta.,ellos,1,1,aren,0,analizaren
analizar,ar,li,&theta.,tu,0,2,a,0,analiza
analizar,ar,li,&theta.,nosotros,0,2,cemos,0,analicemos
analizar,ar,li,&theta.,vosotros,0,2,ad,0,analizad
anunciar,ar,nuN,&theta.j,yo,0,0,o,0,anuncio
anunciar,ar,nuN,&theta.j,tu,0,0,as,0,anuncias
anunciar,ar,nuN,&theta.j,el,0,0,a,0,anuncia
anunciar,ar,nuN,&theta.j,nosotros,0,0,amos,0,anunciamos
anunciar,ar,nuN,&theta.j,vosotros,0,0,áis,0,anunciáis
anunciar,ar,nuN,&theta.j,ellos,0,0,an,0,anuncian
anunciar,ar,nuN,&theta.j,yo,1,0,aba,0,anunciaba
anunciar,ar,nuN,&theta.j,tu,1,0,abas,0,anunciabas
anunciar,ar,nuN,&theta.j,el,1,0,aba,0,anunciaba
anunciar,ar,nuN,&theta.j,nosotros,1,0,ábamos,0,anunciábamos
anunciar,ar,nuN,&theta.j,vosotros,1,0,abais,0,anunciabais
anunciar,ar,nuN,&theta.j,ellos,1,0,aban,0,anunciaban
anunciar,ar,nuN,&theta.j,yo,2,0,é,0,anuncié
anunciar,ar,nuN,&theta.j,tu,2,0,aste,0,anunciaste
anunciar,ar,nuN,&theta.j,el,2,0,ó,0,anunció
anunciar,ar,nuN,&theta.j,nosotros,2,0,amos,0,anunciamos
anunciar,ar,nuN,&theta.j,vosotros,2,0,asteis,0,anunciasteis
anunciar,ar,nuN,&theta.j,ellos,2,0,aron,0,anunciaron
anunciar,ar,nuN,&theta.j,yo,1,0,aré,0,anunciaré
anunciar,ar,nuN,&theta.j,tu,1,0,arás,0,anunciarás
anunciar,ar,nuN,&theta.j,el,1,0,ará,0,anunciará
anunciar,ar,nuN,&theta.j,nosotros,1,0,aremos,0,anunciaremos
anunciar,ar,nuN,&theta.j,vosotros,1,0,aréis,0,anunciaréis
anunciar,ar,nuN,&theta.j,ellos,1,0,arán,0,anunciarán
anunciar,ar,nuN,&theta.j,yo,2,0,aría,0,anunciaría
anunciar,ar,nuN,&theta.j,tu,2,0,arías,0,anunciarías
anunciar,ar,nuN,&theta.j,el,2,0,aría,0,anunciaría
anunciar,ar,nuN,&theta.j,nosotros,2,0,aríamos,0,anunciaríamos
anunciar,ar,nuN,&theta.j,vosotros,2,0,aríais,0,anunciaríais
anunciar,ar,nuN,&theta.j,ellos,2,0,arían,0,anunciarían
anunciar,ar,nuN,&theta.j,yo,0,1,e,0,anuncie
anunciar,ar,nuN,&theta.j,tu,0,1,es,0,anuncies
anunciar,ar,nuN,&theta.j,el,0,1,e,0,anuncie
anunciar,ar,nuN,&theta.j,nosotros,0,1,emos,0,anunciemos
anunciar,ar,nuN,&theta.j,vosotros,0,1,éis,0,anunciéis
anunciar,ar,nuN,&theta.j,ellos,0,1,en,0,anuncien
anunciar,ar,nuN,&theta.j,yo,1,1,ara,0,anunciara
anunciar,ar,nuN,&theta.j,tu,1,1,aras,0,anunciaras
anunciar,ar,nuN,&theta.j,el,1,1,ara,0,anunciara
anunciar,ar,nuN,&theta.j,nosotros,1,1,áramos,0,anunciáramos
anunciar,ar,nuN,&theta.j,vosotros,1,1,arais,0,anunciarais
anunciar,ar,nuN,&theta.j,ellos,1,1,aran,0,anunciaran
anunciar,ar,nuN,&theta.j,yo,1,1,are,0,anunciare
anunciar,ar,nuN,&theta.j,tu,1,1,ares,0,anunciares
anunciar,ar,nuN,&theta.j,el,1,1,are,0,anunciare
anunciar,ar,nuN,&theta.j,nosotros,1,1,áremos,0,anunciáremos
anunciar,ar,nuN,&theta.j,vosotros,1,1,areis,0,anunciareis
anunciar,ar,nuN,&theta.j,ellos,1,1,aren,0,anunciaren
anunciar,ar,nuN,&theta.j,tu,0,2,a,0,anuncia
anunciar,ar,nuN,&theta.j,nosotros,0,2,emos,0,anunciemos
anunciar,ar,nuN,&theta.j,vosotros,0,2,ad,0,anunciad
molestar,ar,les,t,yo,0,0,o,0,molesto
molestar,ar,les,t,tu,0,0,as,0,molestas
molestar,ar,les,t,el,0,0,a,0,molesta
molestar,ar,les,t,nosotros,0,0,amos,0,molestamos
molestar,ar,les,t,vosotros,0,0,áis,0,molestáis
molestar,ar,les,t,ellos,0,0,an,0,molestan
molestar,ar,les,t,yo,1,0,aba,0,molestaba
molestar,ar,les,t,tu,1,0,abas,0,molestabas
molestar,ar,les,t,el,1,0,aba,0,molestaba
molestar,ar,les,t,nosotros,1,0,ábamos,0,molestábamos
molestar,ar,les,t,vosotros,1,0,abais,0,molestabais
molestar,ar,les,t,ellos,1,0,aban,0,molestaban
molestar,ar,les,t,yo,2,0,é,0,molesté
molestar,ar,les,t,tu,2,0,aste,0,molestaste
molestar,ar,les,t,el,2,0,ó,0,molestó
molestar,ar,les,t,nosotros,2,0,amos,0,molestamos
molestar,ar,les,t,vosotros,2,0,asteis,0,molestasteis
molestar,ar,les,t,ellos,2,0,aron,0,molestaron
molestar,ar,les,t,yo,1,0,aré,0,molestaré
molestar,ar,les,t,tu,1,0,arás,0,molestarás
molestar,ar,les,t,el,1,0,ará,0,molestará
molestar,ar,les,t,nosotros,1,0,aremos,0,molestaremos
molestar,ar,les,t,vosotros,1,0,aréis,0,molestaréis
molestar,ar,les,t,ellos,1,0,arán,0,molestarán
molestar,ar,les,t,yo,2,0,aría,0,molestaría
molestar,ar,les,t,tu,2,0,arías,0,molestarías
molestar,ar,les,t,el,2,0,aría,0,molestaría
molestar,ar,les,t,nosotros,2,0,aríamos,0,molestaríamos
molestar,ar,les,t,vosotros,2,0,aríais,0,molestaríais
molestar,ar,les,t,ellos,2,0,arían,0,molestarían
molestar,ar,les,t,yo,0,1,e,0,moleste
molestar,ar,les,t,tu,0,1,es,0,molestes
molestar,ar,les,t,el,0,1,e,0,moleste
molestar,ar,les,t,nosotros,0,1,emos,0,molestemos
molestar,ar,les,t,vosotros,0,1,éis,0,molestéis
molestar,ar,les,t,ellos,0,1,en,0,molesten
molestar,ar,les,t,yo,1,1,ara,0,molestara
molestar,ar,les,t,tu,1,1,aras,0,molestaras
molestar,ar,les,t,el,1,1,ara,0,molestara
molestar,ar,les,t,nosotros,1,1,áramos,0,molestáramos
molestar,ar,les,t,vosotros,1,1,arais,0,molestarais
molestar,ar,les,t,ellos,1,1,aran,0,molestaran
molestar,ar,les,t,yo,1,1,are,0,molestare
molestar,ar,les,t,tu,1,1,ares,0,molestares
molestar,ar,les,t,el,1,1,are,0,molestare
molestar,ar,les,t,nosotros,1,1,áremos,0,molestáremos
molestar,ar,les,t,vosotros,1,1,areis,0,molestareis
molestar,ar,les,t,ellos,1,1,aren,0,molestaren
molestar,ar,les,t,tu,0,2,a,0,molesta
molestar,ar,les,t,nosotros,0,2,emos,0,molestemos
molestar,ar,les,t,vosotros,0,2,ad,0,molestad
contestar,ar,tes,t,yo,0,0,o,0,contesto
contestar,ar,tes,t,tu,0,0,as,0,contestas
contestar,ar,tes,t,el,0,0,a,0,contesta
contestar,ar,tes,t,nosotros,0,0,amos,0,contestamos
contestar,ar,tes,t,vosotros,0,0,áis,0,contestáis
contestar,ar,tes,t,ellos,0,0,an,0,contestan
contestar,ar,tes,t,yo,1,0,aba,0,contestaba
contestar,ar,tes,t,tu,1,0,abas,0,contestabas
contestar,ar,tes,t,el,1,0,aba,0,contestaba
contestar,ar,tes,t,nosotros,1,0,ábamos,0,contestábamos
contestar,ar,tes,t,vosotros,1,0,abais,0,contestabais
contestar,ar,tes,t,ellos,1,0,aban,0,contestaban
contestar,ar,tes,t,yo,2,0,é,0,contesté
contestar,ar,tes,t,tu,2,0,aste,0,contestaste
contestar,ar,tes,t,el,2,0,ó,0,contestó
contestar,ar,tes,t,nosotros,2,0,amos,0,contestamos
contestar,ar,tes,t,vosotros,2,0,asteis,0,contestasteis
contestar,ar,tes,t,ellos,2,0,aron,0,contestaron
contestar,ar,tes,t,yo,1,0,aré,0,contestaré
contestar,ar,tes,t,tu,1,0,arás,0,contestarás
contestar,ar,tes,t,el,1,0,ará,0,contestará
contestar,ar,tes,t,nosotros,1,0,aremos,0,contestaremos
contestar,ar,tes,t,vosotros,1,0,aréis,0,contestaréis
contestar,ar,tes,t,ellos,1,0,arán,0,contestarán
contestar,ar,tes,t,yo,2,0,aría,0,contestaría
contestar,ar,tes,t,tu,2,0,arías,0,contestarías
contestar,ar,tes,t,el,2,0,aría,0,contestaría
contestar,ar,tes,t,nosotros,2,0,aríamos,0,contestaríamos
contestar,ar,tes,t,vosotros,2,0,aríais,0,contestaríais
contestar,ar,tes,t,ellos,2,0,arían,0,contestarían
contestar,ar,tes,t,yo,0,1,e,0,conteste
contestar,ar,tes,t,tu,0,1,es,0,contestes
contestar,ar,tes,t,el,0,1,e,0,conteste
contestar,ar,tes,t,nosotros,0,1,emos,0,contestemos
contestar,ar,tes,t,vosotros,0,1,éis,0,contestéis
contestar,ar,tes,t,ellos,0,1,en,0,contesten
contestar,ar,tes,t,yo,1,1,ara,0,contestara
contestar,ar,tes,t,tu,1,1,aras,0,contestaras
contestar,ar,tes,t,el,1,1,ara,0,contestara
contestar,ar,tes,t,nosotros,1,1,áramos,0,contestáramos
contestar,ar,tes,t,vosotros,1,1,arais,0,contestarais
contestar,ar,tes,t,ellos,1,1,aran,0,contestaran
contestar,ar,tes,t,yo,1,1,are,0,contestare
contestar,ar,tes,t,tu,1,1,ares,0,contestares
contestar,ar,tes,t,el,1,1,are,0,contestare
contestar,ar,tes,t,nosotros,1,1,áremos,0,contestáremos
contestar,ar,tes,t,vosotros,1,1,areis,0,contestareis
contestar,ar,tes,t,ellos,1,1,aren,0,contestaren
contestar,ar,tes,t,tu,0,2,a,0,contesta
contestar,ar,tes,t,nosotros,0,2,emos,0,contestemos
contestar,ar,tes,t,vosotros,0,2,ad,0,contestad
disculpar,ar,kul,p,yo,0,0,o,0,disculpo
disculpar,ar,kul,p,tu,0,0,as,0,disculpas
disculpar,ar,kul,p,el,0,0,a,0,disculpa
disculpar,ar,kul,p,nosotros,0,0,amos,0,disculpamos
disculpar,ar,kul,p,vosotros,0,0,áis,0,disculpáis
disculpar,ar,kul,p,ellos,0,0,an,0,disculpan
disculpar,ar,kul,p,yo,1,0,aba,0,disculpaba
disculpar,ar,kul,p,tu,1,0,abas,0,disculpabas
disculpar,ar,kul,p,el,1,0,aba,0,disculpaba
disculpar,ar,kul,p,nosotros,1,0,ábamos,0,disculpábamos
disculpar,ar,kul,p,vosotros,1,0,abais,0,disculpabais
disculpar,ar,kul,p,ellos,1,0,aban,0,disculpaban
disculpar,ar,kul,p,yo,2,0,é,0,disculpé
disculpar,ar,kul,p,tu,2,0,aste,0,disculpaste
disculpar,ar,kul,p,el,2,0,ó,0,disculpó
disculpar,ar,kul,p,nosotros,2,0,amos,0,disculpamos
disculpar,ar,kul,p,vosotros,2,0,asteis,0,disculpasteis
disculpar,ar,kul,p,ellos,2,0,aron,0,disculparon
disculpar,ar,kul,p,yo,1,0,aré,0,disculparé
disculpar,ar,kul,p,tu,1,0,arás,0,disculparás
disculpar,ar,kul,p,el,1,0,ará,0,disculpará
disculpar,ar,kul,p,nosotros,1,0,aremos,0,disculparemos
disculpar,ar,kul,p,vosotros,1,0,aréis,0,disculparéis
disculpar,ar,kul,p,ellos,1,0,arán,0,disculparán
disculpar,ar,kul,p,yo,2,0,aría,0,disculparía
disculpar,ar,kul,p,tu,2,0,arías,0,disculparías
disculpar,ar,kul,p,el,2,0,aría,0,disculparía
disculpar,ar,kul,p,nosotros,2,0,aríamos,0,disculparíamos
disculpar,ar,kul,p,vosotros,2,0,aríais,0,disculparíais
disculpar,ar,kul,p,ellos,2,0,arían,0,disculparían
disculpar,ar,kul,p,yo,0,1,e,0,disculpe
disculpar,ar,kul,p,tu,0,1,es,0,disculpes
disculpar,ar,kul,p,el,0,1,e,0,disculpe
disculpar,ar,kul,p,nosotros,0,1,emos,0,disculpemos
disculpar,ar,kul,p,vosotros,0,1,éis,0,disculpéis
disculpar,ar,kul,p,ellos,0,1,en,0,disculpen
disculpar,ar,kul,p,yo,1,1,ara,0,disculpara
disculpar,ar,kul,p,tu,1,1,aras,0,disculparas
disculpar,ar,kul,p,el,1,1,ara,0,disculpara
disculpar,ar,kul,p,nosotros,1,1,áramos,0,disculpáramos
disculpar,ar,kul,p,vosotros,1,1,arais,0,disculparais
disculpar,ar,kul,p,ellos,1,1,aran,0,disculparan
disculpar,ar,kul,p,yo,1,1,are,0,disculpare
disculpar,ar,kul,p,tu,1,1,ares,0,disculpares
disculpar,ar,kul,p,el,1,1,are,0,disculpare
disculpar,ar,kul,p,nosotros,1,1,áremos,0,disculpáremos
disculpar,ar,kul,p,vosotros,1,1,areis,0,disculpareis
disculpar,ar,kul,p,ellos,1,1,aren,0,disculparen
disculpar,ar,kul,p,tu,0,2,a,0,disculpa
disculpar,ar,kul,p,nosotros,0,2,emos,0,disculpemos
disculpar,ar,kul,p,vosotros,0,2,ad,0,disculpad
aparecer,er,re,&theta.,yo,0,0,o,rez,aparezco
aparecer,er,re,&theta.,tu,0,0,es,0,apareces
aparecer,er,re,&theta.,el,0,0,e,0,aparece
aparecer,er,re,&theta.,nosotros,0,0,emos,0,aparecemos
aparecer,er,re,&theta.,vosotros,0,0,éis,0,aparecéis
aparecer,er,re,&theta.,ellos,0,0,en,0,aparecen
aparecer,er,re,&theta.,yo,1,0,ía,0,aparecía
aparecer,er,re,&theta.,tu,1,0,ías,0,aparecías
aparecer,er,re,&theta.,el,1,0,ía,0,aparecía
aparecer,er,re,&theta.,nosotros,1,0,íamos,0,aparecíamos
aparecer,er,re,&theta.,vosotros,1,0,íais,0,aparecíais
aparecer,er,re,&theta.,ellos,1,0,ían,0,aparecían
aparecer,er,re,&theta.,yo,2,0,í,0,aparecí
aparecer,er,re,&theta.,tu,2,0,iste,0,apareciste
aparecer,er,re,&theta.,el,2,0,ió,0,apareció
aparecer,er,re,&theta.,nosotros,2,0,imos,0,aparecimos
aparecer,er,re,&theta.,vosotros,2,0,isteis,0,aparecisteis
aparecer,er,re,&theta.,ellos,2,0,ieron,0,aparecieron
aparecer,er,re,&theta.,yo,1,0,eré,0,apareceré
aparecer,er,re,&theta.,tu,1,0,erás,0,aparecerás
aparecer,er,re,&theta.,el,1,0,erá,0,aparecerá
aparecer,er,re,&theta.,nosotros,1,0,eremos,0,apareceremos
aparecer,er,re,&theta.,vosotros,1,0,eréis,0,apareceréis
aparecer,er,re,&theta.,ellos,1,0,erán,0,aparecerán
aparecer,er,re,&theta.,yo,2,0,ería,0,aparecería
aparecer,er,re,&theta.,tu,2,0,erías,0,aparecerías
aparecer,er,re,&theta.,el,2,0,ería,0,aparecería
aparecer,er,re,&theta.,nosotros,2,0,eríamos,0,apareceríamos
aparecer,er,re,&theta.,vosotros,2,0,eríais,0,apareceríais
aparecer,er,re,&theta.,ellos,2,0,erían,0,aparecerían
aparecer,er,re,&theta.,yo,0,1,a,rez,aparezca
aparecer,er,re,&theta.,tu,0,1,as,rez,aparezcas
aparecer,er,re,&theta.,el,0,1,a,rez,aparezca
aparecer,er,re,&theta.,nosotros,0,1,amos,rez,aparezcamos
aparecer,er,re,&theta.,vosotros,0,1,áis,rez,aparezcáis
aparecer,er,re,&theta.,ellos,0,1,an,rez,aparezcan
aparecer,er,re,&theta.,yo,1,1,iera,0,apareciera
aparecer,er,re,&theta.,tu,1,1,ieras,0,aparecieras
aparecer,er,re,&theta.,el,1,1,iera,0,apareciera
aparecer,er,re,&theta.,nosotros,1,1,iéramos,0,apareciéramos
aparecer,er,re,&theta.,vosotros,1,1,ierais,0,aparecierais
aparecer,er,re,&theta.,ellos,1,1,ieran,0,aparecieran
aparecer,er,re,&theta.,yo,1,1,iere,0,apareciere
aparecer,er,re,&theta.,tu,1,1,ieres,0,aparecieres
aparecer,er,re,&theta.,el,1,1,iere,0,apareciere
aparecer,er,re,&theta.,nosotros,1,1,iéremos,0,apareciéremos
aparecer,er,re,&theta.,vosotros,1,1,iereis,0,apareciereis
aparecer,er,re,&theta.,ellos,1,1,ieren,0,aparecieren
aparecer,er,re,&theta.,tu,0,2,e,0,aparece
aparecer,er,re,&theta.,nosotros,0,2,amos,rez,aparezcamos
aparecer,er,re,&theta.,vosotros,0,2,ed,0,apareced
aplaudir,ir,plaw,&delta.,yo,0,0,o,0,aplaudo
aplaudir,ir,plaw,&delta.,tu,0,0,es,0,aplaudes
aplaudir,ir,plaw,&delta.,el,0,0,e,0,aplaude
aplaudir,ir,plaw,&delta.,nosotros,0,0,imos,0,aplaudimos
aplaudir,ir,plaw,&delta.,vosotros,0,0,ís,0,aplaudís
aplaudir,ir,plaw,&delta.,ellos,0,0,en,0,aplauden
aplaudir,ir,plaw,&delta.,yo,1,0,ía,0,aplaudía
aplaudir,ir,plaw,&delta.,tu,1,0,ías,0,aplaudías
aplaudir,ir,plaw,&delta.,el,1,0,ía,0,aplaudía
aplaudir,ir,plaw,&delta.,nosotros,1,0,íamos,0,aplaudíamos
aplaudir,ir,plaw,&delta.,vosotros,1,0,íais,0,aplaudíais
aplaudir,ir,plaw,&delta.,ellos,1,0,ían,0,aplaudían
aplaudir,ir,plaw,&delta.,yo,2,0,í,0,aplaudí
aplaudir,ir,plaw,&delta.,tu,2,0,iste,0,aplaudiste
aplaudir,ir,plaw,&delta.,el,2,0,ió,0,aplaudió
aplaudir,ir,plaw,&delta.,nosotros,2,0,imos,0,aplaudimos
aplaudir,ir,plaw,&delta.,vosotros,2,0,isteis,0,aplaudisteis
aplaudir,ir,plaw,&delta.,ellos,2,0,ieron,0,aplaudieron
aplaudir,ir,plaw,&delta.,yo,1,0,iré,0,aplaudiré
aplaudir,ir,plaw,&delta.,tu,1,0,irás,0,aplaudirás
aplaudir,ir,plaw,&delta.,el,1,0,irá,0,aplaudirá
aplaudir,ir,plaw,&delta.,nosotros,1,0,iremos,0,aplaudiremos
aplaudir,ir,plaw,&delta.,vosotros,1,0,iréis,0,aplaudiréis
aplaudir,ir,plaw,&delta.,ellos,1,0,irán,0,aplaudirán
aplaudir,ir,plaw,&delta.,yo,2,0,iría,0,aplaudiría
aplaudir,ir,plaw,&delta.,tu,2,0,irías,0,aplaudirías
aplaudir,ir,plaw,&delta.,el,2,0,iría,0,aplaudiría
aplaudir,ir,plaw,&delta.,nosotros,2,0,iríamos,0,aplaudiríamos
aplaudir,ir,plaw,&delta.,vosotros,2,0,iríais,0,aplaudiríais
aplaudir,ir,plaw,&delta.,ellos,2,0,irían,0,aplaudirían
aplaudir,ir,plaw,&delta.,yo,0,1,a,0,aplauda
aplaudir,ir,plaw,&delta.,tu,0,1,as,0,aplaudas
aplaudir,ir,plaw,&delta.,el,0,1,a,0,aplauda
aplaudir,ir,plaw,&delta.,nosotros,0,1,amos,0,aplaudamos
aplaudir,ir,plaw,&delta.,vosotros,0,1,áis,0,aplaudáis
aplaudir,ir,plaw,&delta.,ellos,0,1,an,0,aplaudan
aplaudir,ir,plaw,&delta.,yo,1,1,iera,0,aplaudiera
aplaudir,ir,plaw,&delta.,tu,1,1,ieras,0,aplaudieras
aplaudir,ir,plaw,&delta.,el,1,1,iera,0,aplaudiera
aplaudir,ir,plaw,&delta.,nosotros,1,1,iéramos,0,aplaudiéramos
aplaudir,ir,plaw,&delta.,vosotros,1,1,ierais,0,aplaudierais
aplaudir,ir,plaw,&delta.,ellos,1,1,ieran,0,aplaudieran
aplaudir,ir,plaw,&delta.,yo,1,1,iere,0,aplaudiere
aplaudir,ir,plaw,&delta.,tu,1,1,ieres,0,aplaudieres
aplaudir,ir,plaw,&delta.,el,1,1,iere,0,aplaudiere
aplaudir,ir,plaw,&delta.,nosotros,1,1,iéremos,0,aplaudiéremos
aplaudir,ir,plaw,&delta.,vosotros,1,1,iereis,0,aplaudiereis
aplaudir,ir,plaw,&delta.,ellos,1,1,ieren,0,aplaudieren
aplaudir,ir,plaw,&delta.,tu,0,2,e,0,aplaude
aplaudir,ir,plaw,&delta.,nosotros,0,2,amos,0,aplaudamos
aplaudir,ir,plaw,&delta.,vosotros,0,2,id,0,aplaudid
apreciar,ar,pre,&theta.j,yo,0,0,o,0,aprecio
apreciar,ar,pre,&theta.j,tu,0,0,as,0,aprecias
apreciar,ar,pre,&theta.j,el,0,0,a,0,aprecia
apreciar,ar,pre,&theta.j,nosotros,0,0,amos,0,apreciamos
apreciar,ar,pre,&theta.j,vosotros,0,0,áis,0,apreciáis
apreciar,ar,pre,&theta.j,ellos,0,0,an,0,aprecian
apreciar,ar,pre,&theta.j,yo,1,0,aba,0,apreciaba
apreciar,ar,pre,&theta.j,tu,1,0,abas,0,apreciabas
apreciar,ar,pre,&theta.j,el,1,0,aba,0,apreciaba
apreciar,ar,pre,&theta.j,nosotros,1,0,ábamos,0,apreciábamos
apreciar,ar,pre,&theta.j,vosotros,1,0,abais,0,apreciabais
apreciar,ar,pre,&theta.j,ellos,1,0,aban,0,apreciaban
apreciar,ar,pre,&theta.j,yo,2,0,é,0,aprecié
apreciar,ar,pre,&theta.j,tu,2,0,aste,0,apreciaste
apreciar,ar,pre,&theta.j,el,2,0,ó,0,apreció
apreciar,ar,pre,&theta.j,nosotros,2,0,amos,0,apreciamos
apreciar,ar,pre,&theta.j,vosotros,2,0,asteis,0,apreciasteis
apreciar,ar,pre,&theta.j,ellos,2,0,aron,0,apreciaron
apreciar,ar,pre,&theta.j,yo,1,0,aré,0,apreciaré
apreciar,ar,pre,&theta.j,tu,1,0,arás,0,apreciarás
apreciar,ar,pre,&theta.j,el,1,0,ará,0,apreciará
apreciar,ar,pre,&theta.j,nosotros,1,0,aremos,0,apreciaremos
apreciar,ar,pre,&theta.j,vosotros,1,0,aréis,0,apreciaréis
apreciar,ar,pre,&theta.j,ellos,1,0,arán,0,apreciarán
apreciar,ar,pre,&theta.j,yo,2,0,aría,0,apreciaría
apreciar,ar,pre,&theta.j,tu,2,0,arías,0,apreciarías
apreciar,ar,pre,&theta.j,el,2,0,aría,0,apreciaría
apreciar,ar,pre,&theta.j,nosotros,2,0,aríamos,0,apreciaríamos
apreciar,ar,pre,&theta.j,vosotros,2,0,aríais,0,apreciaríais
apreciar,ar,pre,&theta.j,ellos,2,0,arían,0,apreciarían
apreciar,ar,pre,&theta.j,yo,0,1,e,0,aprecie
apreciar,ar,pre,&theta.j,tu,0,1,es,0,aprecies
apreciar,ar,pre,&theta.j,el,0,1,e,0,aprecie
apreciar,ar,pre,&theta.j,nosotros,0,1,emos,0,apreciemos
apreciar,ar,pre,&theta.j,vosotros,0,1,éis,0,apreciéis
apreciar,ar,pre,&theta.j,ellos,0,1,en,0,aprecien
apreciar,ar,pre,&theta.j,yo,1,1,ara,0,apreciara
apreciar,ar,pre,&theta.j,tu,1,1,aras,0,apreciaras
apreciar,ar,pre,&theta.j,el,1,1,ara,0,apreciara
apreciar,ar,pre,&theta.j,nosotros,1,1,áramos,0,apreciáramos
apreciar,ar,pre,&theta.j,vosotros,1,1,arais,0,apreciarais
apreciar,ar,pre,&theta.j,ellos,1,1,aran,0,apreciaran
apreciar,ar,pre,&theta.j,yo,1,1,are,0,apreciare
apreciar,ar,pre,&theta.j,tu,1,1,ares,0,apreciares
apreciar,ar,pre,&theta.j,el,1,1,are,0,apreciare
apreciar,ar,pre,&theta.j,nosotros,1,1,áremos,0,apreciáremos
apreciar,ar,pre,&theta.j,vosotros,1,1,areis,0,apreciareis
apreciar,ar,pre,&theta.j,ellos,1,1,aren,0,apreciaren
apreciar,ar,pre,&theta.j,tu,0,2,a,0,aprecia
apreciar,ar,pre,&theta.j,nosotros,0,2,emos,0,apreciemos
apreciar,ar,pre,&theta.j,vosotros,0,2,ad,0,apreciad
aprobar,ar,pro,&beta.,yo,0,0,o,prue,apruebo
aprobar,ar,pro,&beta.,tu,0,0,as,prue,apruebas
aprobar,ar,pro,&beta.,el,0,0,a,prue,aprueba
aprobar,ar,pro,&beta.,nosotros,0,0,amos,0,aprobamos
aprobar,ar,pro,&beta.,vosotros,0,0,áis,0,aprobáis
aprobar,ar,pro,&beta.,ellos,0,0,an,prue,aprueban
aprobar,ar,pro,&beta.,yo,1,0,aba,0,aprobaba
aprobar,ar,pro,&beta.,tu,1,0,abas,0,aprobabas
aprobar,ar,pro,&beta.,el,1,0,aba,0,aprobaba
