infinitivo,ending,pensyl,prepensyl,pospensyl,stem,person,number,tense,mood,class_pensyl,class_suff,conjugacion
dañar,ar,da,NULL,da,ñ,2,1,0,0,0,áis,dañáis
dañar,ar,da,NULL,da,ñ,3,1,0,0,0,an,dañan
dañar,ar,da,NULL,da,ñ,1,0,1,0,0,aba,dañaba
dañar,ar,da,NULL,da,ñ,2,0,1,0,0,abas,dañabas
dañar,ar,da,NULL,da,ñ,3,0,1,0,0,aba,dañaba
dañar,ar,da,NULL,da,ñ,1,1,1,0,0,ábamos,dañábamos
dañar,ar,da,NULL,da,ñ,2,1,1,0,0,abais,dañabais
dañar,ar,da,NULL,da,ñ,3,1,1,0,0,aban,dañaban
dañar,ar,da,NULL,da,ñ,1,0,2,0,0,é,dañé
dañar,ar,da,NULL,da,ñ,2,0,2,0,0,aste,dañaste
dañar,ar,da,NULL,da,ñ,3,0,2,0,0,ó,dañó
dañar,ar,da,NULL,da,ñ,1,1,2,0,0,amos,dañamos
dañar,ar,da,NULL,da,ñ,2,1,2,0,0,asteis,dañasteis
dañar,ar,da,NULL,da,ñ,3,1,2,0,0,aron,dañaron
dañar,ar,da,NULL,da,ñ,1,0,3,0,0,aré,dañaré
dañar,ar,da,NULL,da,ñ,2,0,3,0,0,arás,dañarás
dañar,ar,da,NULL,da,ñ,3,0,3,0,0,ará,dañará
dañar,ar,da,NULL,da,ñ,1,1,3,0,0,aremos,dañaremos
dañar,ar,da,NULL,da,ñ,2,1,3,0,0,aréis,dañaréis
dañar,ar,da,NULL,da,ñ,3,1,3,0,0,arán,dañarán
dañar,ar,da,NULL,da,ñ,1,0,4,0,0,aría,dañaría
dañar,ar,da,NULL,da,ñ,2,0,4,0,0,arías,dañarías
dañar,ar,da,NULL,da,ñ,3,0,4,0,0,aría,dañaría
dañar,ar,da,NULL,da,ñ,1,1,4,0,0,aríamos,dañaríamos
dañar,ar,da,NULL,da,ñ,2,1,4,0,0,aríais,dañaríais
dañar,ar,da,NULL,da,ñ,3,1,4,0,0,arían,dañarían
dañar,ar,da,NULL,da,ñ,1,0,0,1,0,e,dañe
dañar,ar,da,NULL,da,ñ,2,0,0,1,0,es,dañes
dañar,ar,da,NULL,da,ñ,3,0,0,1,0,e,dañe
dañar,ar,da,NULL,da,ñ,1,1,0,1,0,emos,dañemos
dañar,ar,da,NULL,da,ñ,2,1,0,1,0,éis,dañéis
dañar,ar,da,NULL,da,ñ,3,1,0,1,0,en,dañen
dañar,ar,da,NULL,da,ñ,1,0,1,1,0,ara,dañara
dañar,ar,da,NULL,da,ñ,2,0,1,1,0,aras,dañaras
dañar,ar,da,NULL,da,ñ,3,0,1,1,0,ara,dañara
dañar,ar,da,NULL,da,ñ,1,1,1,1,0,áramos,dañáramos
dañar,ar,da,NULL,da,ñ,2,1,1,1,0,arais,dañarais
dañar,ar,da,NULL,da,ñ,3,1,1,1,0,aran,dañaran
dañar,ar,da,NULL,da,ñ,1,0,3,1,0,are,dañare
dañar,ar,da,NULL,da,ñ,2,0,3,1,0,ares,dañares
dañar,ar,da,NULL,da,ñ,3,0,3,1,0,are,dañare
dañar,ar,da,NULL,da,ñ,1,1,3,1,0,áremos,dañáremos
dañar,ar,da,NULL,da,ñ,2,1,3,1,0,areis,dañareis
dañar,ar,da,NULL,da,ñ,3,1,3,1,0,aren,dañaren
dañar,ar,da,NULL,da,ñ,0,0,0,2,-,?,-
dañar,ar,da,NULL,da,ñ,2,0,0,2,0,a,daña
dañar,ar,da,NULL,da,ñ,3,0,0,2,0,e,dañe
dañar,ar,da,NULL,da,ñ,1,1,0,2,0,emos,dañemos
dañar,ar,da,NULL,da,ñ,2,1,0,2,0,ad,dañad
dañar,ar,da,NULL,da,ñ,3,1,0,2,0,en,dañen
bailar,ar,bai,b,ai,l,1,0,0,0,0,o,bailo
bailar,ar,bai,b,ai,l,2,0,0,0,0,as,bailas
bailar,ar,bai,b,ai,l,3,0,0,0,0,a,baila
bailar,ar,bai,b,ai,l,1,1,0,0,0,amos,bailamos
bailar,ar,bai,b,ai,l,2,1,0,0,0,áis,bailáis
bailar,ar,bai,b,ai,l,3,1,0,0,0,an,bailan
bailar,ar,bai,b,ai,l,1,0,1,0,0,aba,bailaba
bailar,ar,bai,b,ai,l,2,0,1,0,0,abas,bailabas
bailar,ar,bai,b,ai,l,3,0,1,0,0,aba,bailaba
bailar,ar,bai,b,ai,l,1,1,1,0,0,ábamos,bailábamos
bailar,ar,bai,b,ai,l,2,1,1,0,0,abais,bailabais
bailar,ar,bai,b,ai,l,3,1,1,0,0,aban,bailaban
bailar,ar,bai,b,ai,l,1,0,2,0,0,é,bailé
bailar,ar,bai,b,ai,l,2,0,2,0,0,aste,bailaste
bailar,ar,bai,b,ai,l,3,0,2,0,0,ó,bailó
bailar,ar,bai,b,ai,l,1,1,2,0,0,amos,bailamos
bailar,ar,bai,b,ai,l,2,1,2,0,0,asteis,bailasteis
bailar,ar,bai,b,ai,l,3,1,2,0,0,aron,bailaron
bailar,ar,bai,b,ai,l,1,0,3,0,0,aré,bailaré
bailar,ar,bai,b,ai,l,2,0,3,0,0,arás,bailarás
bailar,ar,bai,b,ai,l,3,0,3,0,0,ará,bailará
bailar,ar,bai,b,ai,l,1,1,3,0,0,aremos,bailaremos
bailar,ar,bai,b,ai,l,2,1,3,0,0,aréis,bailaréis
bailar,ar,bai,b,ai,l,3,1,3,0,0,arán,bailarán
bailar,ar,bai,b,ai,l,1,0,4,0,0,aría,bailaría
bailar,ar,bai,b,ai,l,2,0,4,0,0,arías,bailarías
bailar,ar,bai,b,ai,l,3,0,4,0,0,aría,bailaría
bailar,ar,bai,b,ai,l,1,1,4,0,0,aríamos,bailaríamos
bailar,ar,bai,b,ai,l,2,1,4,0,0,aríais,bailaríais
bailar,ar,bai,b,ai,l,3,1,4,0,0,arían,bailarían
bailar,ar,bai,b,ai,l,1,0,0,1,0,e,baile
bailar,ar,bai,b,ai,l,2,0,0,1,0,es,bailes
bailar,ar,bai,b,ai,l,3,0,0,1,0,e,baile
bailar,ar,bai,b,ai,l,1,1,0,1,0,emos,bailemos
bailar,ar,bai,b,ai,l,2,1,0,1,0,éis,bailéis
bailar,ar,bai,b,ai,l,3,1,0,1,0,en,bailen
bailar,ar,bai,b,ai,l,1,0,1,1,0,ara,bailara
bailar,ar,bai,b,ai,l,2,0,1,1,0,aras,bailaras
bailar,ar,bai,b,ai,l,3,0,1,1,0,ara,bailara
bailar,ar,bai,b,ai,l,1,1,1,1,0,áramos,bailáramos
bailar,ar,bai,b,ai,l,2,1,1,1,0,arais,bailarais
bailar,ar,bai,b,ai,l,3,1,1,1,0,aran,bailaran
bailar,ar,bai,b,ai,l,1,0,3,1,0,are,bailare
bailar,ar,bai,b,ai,l,2,0,3,1,0,ares,bailares
bailar,ar,bai,b,ai,l,3,0,3,1,0,are,bailare
bailar,ar,bai,b,ai,l,1,1,3,1,0,áremos,bailáremos
bailar,ar,bai,b,ai,l,2,1,3,1,0,areis,bailareis
bailar,ar,bai,b,ai,l,3,1,3,1,0,aren,bailaren
bailar,ar,bai,b,ai,l,0,0,0,2,-,?,-
bailar,ar,bai,b,ai,l,2,0,0,2,0,a,baila
bailar,ar,bai,b,ai,l,3,0,0,2,0,e,baile
bailar,ar,bai,b,ai,l,1,1,0,2,0,emos,bailemos
bailar,ar,bai,b,ai,l,2,1,0,2,0,ad,bailad
bailar,ar,bai,b,ai,l,3,1,0,2,0,en,bailen
decidir,ir,ci,NULL,ci,d,1,0,0,0,0,o,decido
decidir,ir,ci,NULL,ci,d,2,0,0,0,0,es,decides
decidir,ir,ci,NULL,ci,d,3,0,0,0,0,e,decide
decidir,ir,ci,NULL,ci,d,1,1,0,0,0,imos,decidimos
decidir,ir,ci,NULL,ci,d,2,1,0,0,0,ís,decidís
decidir,ir,ci,NULL,ci,d,3,1,0,0,0,en,deciden
decidir,ir,ci,NULL,ci,d,1,0,1,0,0,ía,decidía
decidir,ir,ci,NULL,ci,d,2,0,1,0,0,ías,decidías
decidir,ir,ci,NULL,ci,d,3,0,1,0,0,ía,decidía
decidir,ir,ci,NULL,ci,d,1,1,1,0,0,íamos,decidíamos
decidir,ir,ci,NULL,ci,d,2,1,1,0,0,íais,decidíais
decidir,ir,ci,NULL,ci,d,3,1,1,0,0,ían,decidían
decidir,ir,ci,NULL,ci,d,1,0,2,0,0,í,decidí
decidir,ir,ci,NULL,ci,d,2,0,2,0,0,iste,decidiste
decidir,ir,ci,NULL,ci,d,3,0,2,0,0,ió,decidió
decidir,ir,ci,NULL,ci,d,1,1,2,0,0,imos,decidimos
decidir,ir,ci,NULL,ci,d,2,1,2,0,0,isteis,decidisteis
decidir,ir,ci,NULL,ci,d,3,1,2,0,0,ieron,decidieron
decidir,ir,ci,NULL,ci,d,1,0,3,0,0,iré,decidiré
decidir,ir,ci,NULL,ci,d,2,0,3,0,0,irás,decidirás
decidir,ir,ci,NULL,ci,d,3,0,3,0,0,irá,decidirá
decidir,ir,ci,NULL,ci,d,1,1,3,0,0,iremos,decidiremos
decidir,ir,ci,NULL,ci,d,2,1,3,0,0,iréis,decidiréis
decidir,ir,ci,NULL,ci,d,3,1,3,0,0,irán,decidirán
decidir,ir,ci,NULL,ci,d,1,0,4,0,0,iría,decidiría
decidir,ir,ci,NULL,ci,d,2,0,4,0,0,irías,decidirías
decidir,ir,ci,NULL,ci,d,3,0,4,0,0,iría,decidiría
decidir,ir,ci,NULL,ci,d,1,1,4,0,0,iríamos,decidiríamos
decidir,ir,ci,NULL,ci,d,2,1,4,0,0,iríais,decidiríais
decidir,ir,ci,NULL,ci,d,3,1,4,0,0,irían,decidirían
decidir,ir,ci,NULL,ci,d,1,0,0,1,0,a,decida
decidir,ir,ci,NULL,ci,d,2,0,0,1,0,as,decidas
decidir,ir,ci,NULL,ci,d,3,0,0,1,0,a,decida
decidir,ir,ci,NULL,ci,d,1,1,0,1,0,amos,decidamos
decidir,ir,ci,NULL,ci,d,2,1,0,1,0,áis,decidáis
decidir,ir,ci,NULL,ci,d,3,1,0,1,0,an,decidan
decidir,ir,ci,NULL,ci,d,1,0,1,1,0,iera,decidiera
decidir,ir,ci,NULL,ci,d,2,0,1,1,0,ieras,decidieras
decidir,ir,ci,NULL,ci,d,3,0,1,1,0,iera,decidiera
decidir,ir,ci,NULL,ci,d,1,1,1,1,0,iéramos,decidiéramos
decidir,ir,ci,NULL,ci,d,2,1,1,1,0,ierais,decidierais
decidir,ir,ci,NULL,ci,d,3,1,1,1,0,ieran,decidieran
decidir,ir,ci,NULL,ci,d,1,0,3,1,0,iere,decidiere
decidir,ir,ci,NULL,ci,d,2,0,3,1,0,ieres,decidieres
decidir,ir,ci,NULL,ci,d,3,0,3,1,0,iere,decidiere
decidir,ir,ci,NULL,ci,d,1,1,3,1,0,iéremos,decidiéremos
decidir,ir,ci,NULL,ci,d,2,1,3,1,0,iereis,decidiereis
decidir,ir,ci,NULL,ci,d,3,1,3,1,0,ieren,decidieren
decidir,ir,ci,NULL,ci,d,0,0,0,2,-,?,-
decidir,ir,ci,NULL,ci,d,2,0,0,2,0,e,decide
decidir,ir,ci,NULL,ci,d,3,0,0,2,0,a,decida
decidir,ir,ci,NULL,ci,d,1,1,0,2,0,amos,decidamos
decidir,ir,ci,NULL,ci,d,2,1,0,2,0,id,decidid
decidir,ir,ci,NULL,ci,d,3,1,0,2,0,an,decidan
decorar,ar,co,NULL,co,r,1,0,0,0,0,o,decoro
decorar,ar,co,NULL,co,r,2,0,0,0,0,as,decoras
decorar,ar,co,NULL,co,r,3,0,0,0,0,a,decora
decorar,ar,co,NULL,co,r,1,1,0,0,0,amos,decoramos
decorar,ar,co,NULL,co,r,2,1,0,0,0,áis,decoráis
decorar,ar,co,NULL,co,r,3,1,0,0,0,an,decoran
decorar,ar,co,NULL,co,r,1,0,1,0,0,aba,decoraba
decorar,ar,co,NULL,co,r,2,0,1,0,0,abas,decorabas
decorar,ar,co,NULL,co,r,3,0,1,0,0,aba,decoraba
decorar,ar,co,NULL,co,r,1,1,1,0,0,ábamos,decorábamos
decorar,ar,co,NULL,co,r,2,1,1,0,0,abais,decorabais
decorar,ar,co,NULL,co,r,3,1,1,0,0,aban,decoraban
decorar,ar,co,NULL,co,r,1,0,2,0,0,é,decoré
decorar,ar,co,NULL,co,r,2,0,2,0,0,aste,decoraste
decorar,ar,co,NULL,co,r,3,0,2,0,0,ó,decoró
decorar,ar,co,NULL,co,r,1,1,2,0,0,amos,decoramos
decorar,ar,co,NULL,co,r,2,1,2,0,0,asteis,decorasteis
decorar,ar,co,NULL,co,r,3,1,2,0,0,aron,decoraron
decorar,ar,co,NULL,co,r,1,0,3,0,0,aré,decoraré
decorar,ar,co,NULL,co,r,2,0,3,0,0,arás,decorarás
decorar,ar,co,NULL,co,r,3,0,3,0,0,ará,decorará
decorar,ar,co,NULL,co,r,1,1,3,0,0,aremos,decoraremos
decorar,ar,co,NULL,co,r,2,1,3,0,0,aréis,decoraréis
decorar,ar,co,NULL,co,r,3,1,3,0,0,arán,decorarán
decorar,ar,co,NULL,co,r,1,0,4,0,0,aría,decoraría
decorar,ar,co,NULL,co,r,2,0,4,0,0,arías,decorarías
decorar,ar,co,NULL,co,r,3,0,4,0,0,aría,decoraría
decorar,ar,co,NULL,co,r,1,1,4,0,0,aríamos,decoraríamos
decorar,ar,co,NULL,co,r,2,1,4,0,0,aríais,decoraríais
decorar,ar,co,NULL,co,r,3,1,4,0,0,arían,decorarían
decorar,ar,co,NULL,co,r,1,0,0,1,0,e,decore
decorar,ar,co,NULL,co,r,2,0,0,1,0,es,decores
decorar,ar,co,NULL,co,r,3,0,0,1,0,e,decore
decorar,ar,co,NULL,co,r,1,1,0,1,0,emos,decoremos
decorar,ar,co,NULL,co,r,2,1,0,1,0,éis,decoréis
decorar,ar,co,NULL,co,r,3,1,0,1,0,en,decoren
decorar,ar,co,NULL,co,r,1,0,1,1,0,ara,decorara
decorar,ar,co,NULL,co,r,2,0,1,1,0,aras,decoraras
decorar,ar,co,NULL,co,r,3,0,1,1,0,ara,decorara
decorar,ar,co,NULL,co,r,1,1,1,1,0,áramos,decoráramos
decorar,ar,co,NULL,co,r,2,1,1,1,0,arais,decorarais
decorar,ar,co,NULL,co,r,3,1,1,1,0,aran,decoraran
decorar,ar,co,NULL,co,r,1,0,3,1,0,are,decorare
decorar,ar,co,NULL,co,r,2,0,3,1,0,ares,decorares
decorar,ar,co,NULL,co,r,3,0,3,1,0,are,decorare
decorar,ar,co,NULL,co,r,1,1,3,1,0,áremos,decoráremos
decorar,ar,co,NULL,co,r,2,1,3,1,0,areis,decorareis
decorar,ar,co,NULL,co,r,3,1,3,1,0,aren,decoraren
decorar,ar,co,NULL,co,r,0,0,0,2,-,?,-
decorar,ar,co,NULL,co,r,2,0,0,2,0,a,decora
decorar,ar,co,NULL,co,r,3,0,0,2,0,e,decore
decorar,ar,co,NULL,co,r,1,1,0,2,0,emos,decoremos
decorar,ar,co,NULL,co,r,2,1,0,2,0,ad,decorad
decorar,ar,co,NULL,co,r,3,1,0,2,0,en,decoren
demorar,ar,mo,NULL,mo,r,1,0,0,0,0,o,demoro
demorar,ar,mo,NULL,mo,r,2,0,0,0,0,as,demoras
demorar,ar,mo,NULL,mo,r,3,0,0,0,0,a,demora
demorar,ar,mo,NULL,mo,r,1,1,0,0,0,amos,demoramos
demorar,ar,mo,NULL,mo,r,2,1,0,0,0,áis,demoráis
demorar,ar,mo,NULL,mo,r,3,1,0,0,0,an,demoran
demorar,ar,mo,NULL,mo,r,1,0,1,0,0,aba,demoraba
demorar,ar,mo,NULL,mo,r,2,0,1,0,0,abas,demorabas
demorar,ar,mo,NULL,mo,r,3,0,1,0,0,aba,demoraba
demorar,ar,mo,NULL,mo,r,1,1,1,0,0,ábamos,demorábamos
demorar,ar,mo,NULL,mo,r,2,1,1,0,0,abais,demorabais
demorar,ar,mo,NULL,mo,r,3,1,1,0,0,aban,demoraban
demorar,ar,mo,NULL,mo,r,1,0,2,0,0,é,demoré
demorar,ar,mo,NULL,mo,r,2,0,2,0,0,aste,demoraste
demorar,ar,mo,NULL,mo,r,3,0,2,0,0,ó,demoró
demorar,ar,mo,NULL,mo,r,1,1,2,0,0,amos,demoramos
demorar,ar,mo,NULL,mo,r,2,1,2,0,0,asteis,demorasteis
demorar,ar,mo,NULL,mo,r,3,1,2,0,0,aron,demoraron
demorar,ar,mo,NULL,mo,r,1,0,3,0,0,aré,demoraré
demorar,ar,mo,NULL,mo,r,2,0,3,0,0,arás,demorarás
demorar,ar,mo,NULL,mo,r,3,0,3,0,0,ará,demorará
demorar,ar,mo,NULL,mo,r,1,1,3,0,0,aremos,demoraremos
demorar,ar,mo,NULL,mo,r,2,1,3,0,0,aréis,demoraréis
demorar,ar,mo,NULL,mo,r,3,1,3,0,0,arán,demorarán
demorar,ar,mo,NULL,mo,r,1,0,4,0,0,aría,demoraría
demorar,ar,mo,NULL,mo,r,2,0,4,0,0,arías,demorarías
demorar,ar,mo,NULL,mo,r,3,0,4,0,0,aría,demoraría
demorar,ar,mo,NULL,mo,r,1,1,4,0,0,aríamos,demoraríamos
demorar,ar,mo,NULL,mo,r,2,1,4,0,0,aríais,demoraríais
demorar,ar,mo,NULL,mo,r,3,1,4,0,0,arían,demorarían
demorar,ar,mo,NULL,mo,r,1,0,0,1,0,e,demore
demorar,ar,mo,NULL,mo,r,2,0,0,1,0,es,demores
demorar,ar,mo,NULL,mo,r,3,0,0,1,0,e,demore
demorar,ar,mo,NULL,mo,r,1,1,0,1,0,emos,demoremos
demorar,ar,mo,NULL,mo,r,2,1,0,1,0,éis,demoréis
demorar,ar,mo,NULL,mo,r,3,1,0,1,0,en,demoren
demorar,ar,mo,NULL,mo,r,1,0,1,1,0,ara,demorara
demorar,ar,mo,NULL,mo,r,2,0,1,1,0,aras,demoraras
demorar,ar,mo,NULL,mo,r,3,0,1,1,0,ara,demorara
demorar,ar,mo,NULL,mo,r,1,1,1,1,0,áramos,demoráramos
demorar,ar,mo,NULL,mo,r,2,1,1,1,0,arais,demorarais
demorar,ar,mo,NULL,mo,r,3,1,1,1,0,aran,demoraran
demorar,ar,mo,NULL,mo,r,1,0,3,1,0,are,demorare
demorar,ar,mo,NULL,mo,r,2,0,3,1,0,ares,demorares
demorar,ar,mo,NULL,mo,r,3,0,3,1,0,are,demorare
demorar,ar,mo,NULL,mo,r,1,1,3,1,0,áremos,demoráremos
demorar,ar,mo,NULL,mo,r,2,1,3,1,0,areis,demorareis
demorar,ar,mo,NULL,mo,r,3,1,3,1,0,aren,demoraren
demorar,ar,mo,NULL,mo,r,0,0,0,2,-,?,-
demorar,ar,mo,NULL,mo,r,2,0,0,2,0,a,demora
demorar,ar,mo,NULL,mo,r,3,0,0,2,0,e,demore
demorar,ar,mo,NULL,mo,r,1,1,0,2,0,emos,demoremos
demorar,ar,mo,NULL,mo,r,2,1,0,2,0,ad,demorad
demorar,ar,mo,NULL,mo,r,3,1,0,2,0,en,demoren
suprimir,ir,pri,p,ri,m,1,0,0,0,0,o,suprimo
suprimir,ir,pri,p,ri,m,2,0,0,0,0,es,suprimes
suprimir,ir,pri,p,ri,m,3,0,0,0,0,e,suprime
suprimir,ir,pri,p,ri,m,1,1,0,0,0,imos,suprimimos
suprimir,ir,pri,p,ri,m,2,1,0,0,0,ís,suprimís
suprimir,ir,pri,p,ri,m,3,1,0,0,0,en,suprimen
suprimir,ir,pri,p,ri,m,1,0,1,0,0,ía,suprimía
suprimir,ir,pri,p,ri,m,2,0,1,0,0,ías,suprimías
suprimir,ir,pri,p,ri,m,3,0,1,0,0,ía,suprimía
suprimir,ir,pri,p,ri,m,1,1,1,0,0,íamos,suprimíamos
suprimir,ir,pri,p,ri,m,2,1,1,0,0,íais,suprimíais
suprimir,ir,pri,p,ri,m,3,1,1,0,0,ían,suprimían
suprimir,ir,pri,p,ri,m,1,0,2,0,0,í,suprimí
suprimir,ir,pri,p,ri,m,2,0,2,0,0,iste,suprimiste
suprimir,ir,pri,p,ri,m,3,0,2,0,0,ió,suprimió
suprimir,ir,pri,p,ri,m,1,1,2,0,0,imos,suprimimos
suprimir,ir,pri,p,ri,m,2,1,2,0,0,isteis,suprimisteis
suprimir,ir,pri,p,ri,m,3,1,2,0,0,ieron,suprimieron
suprimir,ir,pri,p,ri,m,1,0,3,0,0,iré,suprimiré
suprimir,ir,pri,p,ri,m,2,0,3,0,0,irás,suprimirás
suprimir,ir,pri,p,ri,m,3,0,3,0,0,irá,suprimirá
suprimir,ir,pri,p,ri,m,1,1,3,0,0,iremos,suprimiremos
suprimir,ir,pri,p,ri,m,2,1,3,0,0,iréis,suprimiréis
suprimir,ir,pri,p,ri,m,3,1,3,0,0,irán,suprimirán
suprimir,ir,pri,p,ri,m,1,0,4,0,0,iría,suprimiría
suprimir,ir,pri,p,ri,m,2,0,4,0,0,irías,suprimirías
suprimir,ir,pri,p,ri,m,3,0,4,0,0,iría,suprimiría
suprimir,ir,pri,p,ri,m,1,1,4,0,0,iríamos,suprimiríamos
suprimir,ir,pri,p,ri,m,2,1,4,0,0,iríais,suprimiríais
suprimir,ir,pri,p,ri,m,3,1,4,0,0,irían,suprimirían
suprimir,ir,pri,p,ri,m,1,0,0,1,0,a,suprima
suprimir,ir,pri,p,ri,m,2,0,0,1,0,as,suprimas
suprimir,ir,pri,p,ri,m,3,0,0,1,0,a,suprima
suprimir,ir,pri,p,ri,m,1,1,0,1,0,amos,suprimamos
suprimir,ir,pri,p,ri,m,2,1,0,1,0,áis,suprimáis
suprimir,ir,pri,p,ri,m,3,1,0,1,0,an,supriman
suprimir,ir,pri,p,ri,m,1,0,1,1,0,iera,suprimiera
suprimir,ir,pri,p,ri,m,2,0,1,1,0,ieras,suprimieras
suprimir,ir,pri,p,ri,m,3,0,1,1,0,iera,suprimiera
suprimir,ir,pri,p,ri,m,1,1,1,1,0,iéramos,suprimiéramos
suprimir,ir,pri,p,ri,m,2,1,1,1,0,ierais,suprimierais
suprimir,ir,pri,p,ri,m,3,1,1,1,0,ieran,suprimieran
suprimir,ir,pri,p,ri,m,1,0,3,1,0,iere,suprimiere
suprimir,ir,pri,p,ri,m,2,0,3,1,0,ieres,suprimieres
suprimir,ir,pri,p,ri,m,3,0,3,1,0,iere,suprimiere
suprimir,ir,pri,p,ri,m,1,1,3,1,0,iéremos,suprimiéremos
suprimir,ir,pri,p,ri,m,2,1,3,1,0,iereis,suprimiereis
suprimir,ir,pri,p,ri,m,3,1,3,1,0,ieren,suprimieren
suprimir,ir,pri,p,ri,m,0,0,0,2,-,?,-
suprimir,ir,pri,p,ri,m,2,0,0,2,0,e,suprime
suprimir,ir,pri,p,ri,m,3,0,0,2,0,a,suprima
suprimir,ir,pri,p,ri,m,1,1,0,2,0,amos,suprimamos
suprimir,ir,pri,p,ri,m,2,1,0,2,0,id,suprimid
suprimir,ir,pri,p,ri,m,3,1,0,2,0,an,supriman
eliminar,ar,mi,NULL,mi,n,1,0,0,0,0,o,elimino
eliminar,ar,mi,NULL,mi,n,2,0,0,0,0,as,eliminas
eliminar,ar,mi,NULL,mi,n,3,0,0,0,0,a,elimina
eliminar,ar,mi,NULL,mi,n,1,1,0,0,0,amos,eliminamos
eliminar,ar,mi,NULL,mi,n,2,1,0,0,0,áis,elimináis
eliminar,ar,mi,NULL,mi,n,3,1,0,0,0,an,eliminan
eliminar,ar,mi,NULL,mi,n,1,0,1,0,0,aba,eliminaba
eliminar,ar,mi,NULL,mi,n,2,0,1,0,0,abas,eliminabas
eliminar,ar,mi,NULL,mi,n,3,0,1,0,0,aba,eliminaba
eliminar,ar,mi,NULL,mi,n,1,1,1,0,0,ábamos,eliminábamos
eliminar,ar,mi,NULL,mi,n,2,1,1,0,0,abais,eliminabais
eliminar,ar,mi,NULL,mi,n,3,1,1,0,0,aban,eliminaban
eliminar,ar,mi,NULL,mi,n,1,0,2,0,0,é,eliminé
eliminar,ar,mi,NULL,mi,n,2,0,2,0,0,aste,eliminaste
eliminar,ar,mi,NULL,mi,n,3,0,2,0,0,ó,eliminó
eliminar,ar,mi,NULL,mi,n,1,1,2,0,0,amos,eliminamos
eliminar,ar,mi,NULL,mi,n,2,1,2,0,0,asteis,eliminasteis
eliminar,ar,mi,NULL,mi,n,3,1,2,0,0,aron,eliminaron
eliminar,ar,mi,NULL,mi,n,1,0,3,0,0,aré,eliminaré
eliminar,ar,mi,NULL,mi,n,2,0,3,0,0,arás,eliminarás
eliminar,ar,mi,NULL,mi,n,3,0,3,0,0,ará,eliminará
eliminar,ar,mi,NULL,mi,n,1,1,3,0,0,aremos,eliminaremos
eliminar,ar,mi,NULL,mi,n,2,1,3,0,0,aréis,eliminaréis
eliminar,ar,mi,NULL,mi,n,3,1,3,0,0,arán,eliminarán
eliminar,ar,mi,NULL,mi,n,1,0,4,0,0,aría,eliminaría
eliminar,ar,mi,NULL,mi,n,2,0,4,0,0,arías,eliminarías
eliminar,ar,mi,NULL,mi,n,3,0,4,0,0,aría,eliminaría
eliminar,ar,mi,NULL,mi,n,1,1,4,0,0,aríamos,eliminaríamos
eliminar,ar,mi,NULL,mi,n,2,1,4,0,0,aríais,eliminaríais
eliminar,ar,mi,NULL,mi,n,3,1,4,0,0,arían,eliminarían
eliminar,ar,mi,NULL,mi,n,1,0,0,1,0,e,elimine
eliminar,ar,mi,NULL,mi,n,2,0,0,1,0,es,elimines
eliminar,ar,mi,NULL,mi,n,3,0,0,1,0,e,elimine
eliminar,ar,mi,NULL,mi,n,1,1,0,1,0,emos,eliminemos
eliminar,ar,mi,NULL,mi,n,2,1,0,1,0,éis,eliminéis
eliminar,ar,mi,NULL,mi,n,3,1,0,1,0,en,eliminen
eliminar,ar,mi,NULL,mi,n,1,0,1,1,0,ara,eliminara
eliminar,ar,mi,NULL,mi,n,2,0,1,1,0,aras,eliminaras
eliminar,ar,mi,NULL,mi,n,3,0,1,1,0,ara,eliminara
eliminar,ar,mi,NULL,mi,n,1,1,1,1,0,áramos,elimináramos
eliminar,ar,mi,NULL,mi,n,2,1,1,1,0,arais,eliminarais
eliminar,ar,mi,NULL,mi,n,3,1,1,1,0,aran,eliminaran
eliminar,ar,mi,NULL,mi,n,1,0,3,1,0,are,eliminare
eliminar,ar,mi,NULL,mi,n,2,0,3,1,0,ares,eliminares
eliminar,ar,mi,NULL,mi,n,3,0,3,1,0,are,eliminare
eliminar,ar,mi,NULL,mi,n,1,1,3,1,0,áremos,elimináremos
eliminar,ar,mi,NULL,mi,n,2,1,3,1,0,areis,eliminareis
eliminar,ar,mi,NULL,mi,n,3,1,3,1,0,aren,eliminaren
eliminar,ar,mi,NULL,mi,n,0,0,0,2,-,?,-
eliminar,ar,mi,NULL,mi,n,2,0,0,2,0,a,elimina
eliminar,ar,mi,NULL,mi,n,3,0,0,2,0,e,elimine
eliminar,ar,mi,NULL,mi,n,1,1,0,2,0,emos,eliminemos
eliminar,ar,mi,NULL,mi,n,2,1,0,2,0,ad,eliminad
eliminar,ar,mi,NULL,mi,n,3,1,0,2,0,en,eliminen
borrar,ar,bo,NULL,bo,rr,1,0,0,0,0,o,borro
borrar,ar,bo,NULL,bo,rr,2,0,0,0,0,as,borras
borrar,ar,bo,NULL,bo,rr,3,0,0,0,0,a,borra
borrar,ar,bo,NULL,bo,rr,1,1,0,0,0,amos,borramos
borrar,ar,bo,NULL,bo,rr,2,1,0,0,0,áis,borráis
borrar,ar,bo,NULL,bo,rr,3,1,0,0,0,an,borran
borrar,ar,bo,NULL,bo,rr,1,0,1,0,0,aba,borraba
borrar,ar,bo,NULL,bo,rr,2,0,1,0,0,abas,borrabas
borrar,ar,bo,NULL,bo,rr,3,0,1,0,0,aba,borraba
