infinitivo,ending,stem,pensyl,prePensyl,posPensyl,person,number,tense,mood,class_suff,class_pensyl,class_prePensyl,class_posPensyl,conjugacion
estar,ar,t,es,NULL,es,1,0,1,0,aba,0,NULL,0,estaba
estar,ar,t,es,NULL,es,2,0,1,0,abas,0,NULL,0,estabas
estar,ar,t,es,NULL,es,3,0,1,0,aba,0,NULL,0,estaba
estar,ar,t,es,NULL,es,1,1,1,0,ábamos,0,NULL,0,estábamos
estar,ar,t,es,NULL,es,2,1,1,0,abais,0,NULL,0,estabais
estar,ar,t,es,NULL,es,3,1,1,0,aban,0,NULL,0,estaban
estar,ar,t,es,NULL,es,1,0,2,0,uve,0,NULL,0,estuve
estar,ar,t,es,NULL,es,2,0,2,0,uviste,0,NULL,0,estuviste
estar,ar,t,es,NULL,es,3,0,2,0,uvo,0,NULL,0,estuvo
estar,ar,t,es,NULL,es,1,1,2,0,uvimos,0,NULL,0,estuvimos
estar,ar,t,es,NULL,es,2,1,2,0,uvisteis,0,NULL,0,estuvisteis
estar,ar,t,es,NULL,es,3,1,2,0,uvieron,0,NULL,0,estuvieron
estar,ar,t,es,NULL,es,1,0,1,0,aré,0,NULL,0,estaré
estar,ar,t,es,NULL,es,2,0,1,0,arás,0,NULL,0,estarás
estar,ar,t,es,NULL,es,3,0,1,0,ará,0,NULL,0,estará
estar,ar,t,es,NULL,es,1,1,1,0,aremos,0,NULL,0,estaremos
estar,ar,t,es,NULL,es,2,1,1,0,aréis,0,NULL,0,estaréis
estar,ar,t,es,NULL,es,3,1,1,0,arán,0,NULL,0,estarán
estar,ar,t,es,NULL,es,1,0,2,0,aría,0,NULL,0,estaría
estar,ar,t,es,NULL,es,2,0,2,0,arías,0,NULL,0,estarías
estar,ar,t,es,NULL,es,3,0,2,0,aría,0,NULL,0,estaría
estar,ar,t,es,NULL,es,1,1,2,0,aríamos,0,NULL,0,estaríamos
estar,ar,t,es,NULL,es,2,1,2,0,aríais,0,NULL,0,estaríais
estar,ar,t,es,NULL,es,3,1,2,0,arían,0,NULL,0,estarían
estar,ar,t,es,NULL,es,1,0,0,1,é,0,NULL,0,esté
estar,ar,t,es,NULL,es,2,0,0,1,és,0,NULL,0,estés
estar,ar,t,es,NULL,es,3,0,0,1,é,0,NULL,0,esté
estar,ar,t,es,NULL,es,1,1,0,1,emos,0,NULL,0,estemos
estar,ar,t,es,NULL,es,2,1,0,1,éis,0,NULL,0,estéis
estar,ar,t,es,NULL,es,3,1,0,1,én,0,NULL,0,estén
estar,ar,t,es,NULL,es,1,0,1,1,uviera,0,NULL,0,estuviera
estar,ar,t,es,NULL,es,2,0,1,1,uvieras,0,NULL,0,estuvieras
estar,ar,t,es,NULL,es,3,0,1,1,uviera,0,NULL,0,estuviera
estar,ar,t,es,NULL,es,1,1,1,1,uviéramos,0,NULL,0,estuviéramos
estar,ar,t,es,NULL,es,2,1,1,1,uvierais,0,NULL,0,estuvierais
estar,ar,t,es,NULL,es,3,1,1,1,uvieran,0,NULL,0,estuvieran
estar,ar,t,es,NULL,es,1,0,1,1,uviere,0,NULL,0,estuviere
estar,ar,t,es,NULL,es,2,0,1,1,uvieres,0,NULL,0,estuvieres
estar,ar,t,es,NULL,es,3,0,1,1,uviere,0,NULL,0,estuviere
estar,ar,t,es,NULL,es,1,1,1,1,uviéremos,0,NULL,0,estuviéremos
estar,ar,t,es,NULL,es,2,1,1,1,uviereis,0,NULL,0,estuviereis
estar,ar,t,es,NULL,es,3,1,1,1,uvieren,0,NULL,0,estuvieren
estar,ar,t,es,NULL,es,0,0,0,2,-,-,-,-,-
estar,ar,t,es,NULL,es,2,0,0,2,á,0,NULL,0,está
estar,ar,t,es,NULL,es,0,0,0,2,é,0,NULL,0,esté
estar,ar,t,es,NULL,es,1,1,0,2,emos,0,NULL,0,estemos
estar,ar,t,es,NULL,es,2,1,0,2,ad,0,NULL,0,estad
estar,ar,t,es,NULL,es,0,0,0,2,én,0,NULL,0,estén
desaparecer,er,c,re,NULL,re,1,0,0,0,o,rez,r,ez,desaparezco
desaparecer,er,c,re,NULL,re,2,0,0,0,es,0,NULL,0,desapareces
desaparecer,er,c,re,NULL,re,3,0,0,0,e,0,NULL,0,desaparece
desaparecer,er,c,re,NULL,re,1,1,0,0,emos,0,NULL,0,desaparecemos
desaparecer,er,c,re,NULL,re,2,1,0,0,éis,0,NULL,0,desaparecéis
desaparecer,er,c,re,NULL,re,3,1,0,0,en,0,NULL,0,desaparecen
desaparecer,er,c,re,NULL,re,1,0,1,0,ía,0,NULL,0,desaparecía
desaparecer,er,c,re,NULL,re,2,0,1,0,ías,0,NULL,0,desaparecías
desaparecer,er,c,re,NULL,re,3,0,1,0,ía,0,NULL,0,desaparecía
desaparecer,er,c,re,NULL,re,1,1,1,0,íamos,0,NULL,0,desaparecíamos
desaparecer,er,c,re,NULL,re,2,1,1,0,íais,0,NULL,0,desaparecíais
desaparecer,er,c,re,NULL,re,3,1,1,0,ían,0,NULL,0,desaparecían
desaparecer,er,c,re,NULL,re,1,0,2,0,í,0,NULL,0,desaparecí
desaparecer,er,c,re,NULL,re,2,0,2,0,iste,0,NULL,0,desapareciste
desaparecer,er,c,re,NULL,re,3,0,2,0,ió,0,NULL,0,desapareció
desaparecer,er,c,re,NULL,re,1,1,2,0,imos,0,NULL,0,desaparecimos
desaparecer,er,c,re,NULL,re,2,1,2,0,isteis,0,NULL,0,desaparecisteis
desaparecer,er,c,re,NULL,re,3,1,2,0,ieron,0,NULL,0,desaparecieron
desaparecer,er,c,re,NULL,re,1,0,1,0,eré,0,NULL,0,desapareceré
desaparecer,er,c,re,NULL,re,2,0,1,0,erás,0,NULL,0,desaparecerás
desaparecer,er,c,re,NULL,re,3,0,1,0,erá,0,NULL,0,desaparecerá
desaparecer,er,c,re,NULL,re,1,1,1,0,eremos,0,NULL,0,desapareceremos
desaparecer,er,c,re,NULL,re,2,1,1,0,eréis,0,NULL,0,desapareceréis
desaparecer,er,c,re,NULL,re,3,1,1,0,erán,0,NULL,0,desaparecerán
desaparecer,er,c,re,NULL,re,1,0,2,0,ería,0,NULL,0,desaparecería
desaparecer,er,c,re,NULL,re,2,0,2,0,erías,0,NULL,0,desaparecerías
desaparecer,er,c,re,NULL,re,3,0,2,0,ería,0,NULL,0,desaparecería
desaparecer,er,c,re,NULL,re,1,1,2,0,eríamos,0,NULL,0,desapareceríamos
desaparecer,er,c,re,NULL,re,2,1,2,0,eríais,0,NULL,0,desapareceríais
desaparecer,er,c,re,NULL,re,3,1,2,0,erían,0,NULL,0,desaparecerían
desaparecer,er,c,re,NULL,re,1,0,0,1,a,rez,r,ez,desaparezca
desaparecer,er,c,re,NULL,re,2,0,0,1,as,rez,r,ez,desaparezcas
desaparecer,er,c,re,NULL,re,3,0,0,1,a,rez,r,ez,desaparezca
desaparecer,er,c,re,NULL,re,1,1,0,1,amos,rez,r,ez,desaparezcamos
desaparecer,er,c,re,NULL,re,2,1,0,1,áis,rez,r,ez,desaparezcáis
desaparecer,er,c,re,NULL,re,3,1,0,1,an,rez,r,ez,desaparezcan
desaparecer,er,c,re,NULL,re,1,0,1,1,iera,0,NULL,0,desapareciera
desaparecer,er,c,re,NULL,re,2,0,1,1,ieras,0,NULL,0,desaparecieras
desaparecer,er,c,re,NULL,re,3,0,1,1,iera,0,NULL,0,desapareciera
desaparecer,er,c,re,NULL,re,1,1,1,1,iéramos,0,NULL,0,desapareciéramos
desaparecer,er,c,re,NULL,re,2,1,1,1,ierais,0,NULL,0,desaparecierais
desaparecer,er,c,re,NULL,re,3,1,1,1,ieran,0,NULL,0,desaparecieran
desaparecer,er,c,re,NULL,re,1,0,1,1,iere,0,NULL,0,desapareciere
desaparecer,er,c,re,NULL,re,2,0,1,1,ieres,0,NULL,0,desaparecieres
desaparecer,er,c,re,NULL,re,3,0,1,1,iere,0,NULL,0,desapareciere
desaparecer,er,c,re,NULL,re,1,1,1,1,iéremos,0,NULL,0,desapareciéremos
desaparecer,er,c,re,NULL,re,2,1,1,1,iereis,0,NULL,0,desapareciereis
desaparecer,er,c,re,NULL,re,3,1,1,1,ieren,0,NULL,0,desaparecieren
desaparecer,er,c,re,NULL,re,0,0,0,2,-,-,-,-,-
desaparecer,er,c,re,NULL,re,2,0,0,2,e,0,NULL,0,desaparece
desaparecer,er,c,re,NULL,re,0,0,0,2,a,rez,r,ez,desaparezca
desaparecer,er,c,re,NULL,re,1,1,0,2,amos,rez,r,ez,desaparezcamos
desaparecer,er,c,re,NULL,re,2,1,0,2,ed,0,NULL,0,desapareced
desaparecer,er,c,re,NULL,re,0,0,0,2,an,rez,r,ez,desaparezcan
descubrir,ir,br,cu,NULL,cu,1,0,0,0,o,0,NULL,0,descubro
descubrir,ir,br,cu,NULL,cu,2,0,0,0,es,0,NULL,0,descubres
descubrir,ir,br,cu,NULL,cu,3,0,0,0,e,0,NULL,0,descubre
descubrir,ir,br,cu,NULL,cu,1,1,0,0,imos,0,NULL,0,descubrimos
descubrir,ir,br,cu,NULL,cu,2,1,0,0,ís,0,NULL,0,descubrís
descubrir,ir,br,cu,NULL,cu,3,1,0,0,en,0,NULL,0,descubren
descubrir,ir,br,cu,NULL,cu,1,0,1,0,ía,0,NULL,0,descubría
descubrir,ir,br,cu,NULL,cu,2,0,1,0,ías,0,NULL,0,descubrías
descubrir,ir,br,cu,NULL,cu,3,0,1,0,ía,0,NULL,0,descubría
descubrir,ir,br,cu,NULL,cu,1,1,1,0,íamos,0,NULL,0,descubríamos
descubrir,ir,br,cu,NULL,cu,2,1,1,0,íais,0,NULL,0,descubríais
descubrir,ir,br,cu,NULL,cu,3,1,1,0,ían,0,NULL,0,descubrían
descubrir,ir,br,cu,NULL,cu,1,0,2,0,í,0,NULL,0,descubrí
descubrir,ir,br,cu,NULL,cu,2,0,2,0,iste,0,NULL,0,descubriste
descubrir,ir,br,cu,NULL,cu,3,0,2,0,ió,0,NULL,0,descubrió
descubrir,ir,br,cu,NULL,cu,1,1,2,0,imos,0,NULL,0,descubrimos
descubrir,ir,br,cu,NULL,cu,2,1,2,0,isteis,0,NULL,0,descubristeis
descubrir,ir,br,cu,NULL,cu,3,1,2,0,ieron,0,NULL,0,descubrieron
descubrir,ir,br,cu,NULL,cu,1,0,1,0,iré,0,NULL,0,descubriré
descubrir,ir,br,cu,NULL,cu,2,0,1,0,irás,0,NULL,0,descubrirás
descubrir,ir,br,cu,NULL,cu,3,0,1,0,irá,0,NULL,0,descubrirá
descubrir,ir,br,cu,NULL,cu,1,1,1,0,iremos,0,NULL,0,descubriremos
descubrir,ir,br,cu,NULL,cu,2,1,1,0,iréis,0,NULL,0,descubriréis
descubrir,ir,br,cu,NULL,cu,3,1,1,0,irán,0,NULL,0,descubrirán
descubrir,ir,br,cu,NULL,cu,1,0,2,0,iría,0,NULL,0,descubriría
descubrir,ir,br,cu,NULL,cu,2,0,2,0,irías,0,NULL,0,descubrirías
descubrir,ir,br,cu,NULL,cu,3,0,2,0,iría,0,NULL,0,descubriría
descubrir,ir,br,cu,NULL,cu,1,1,2,0,iríamos,0,NULL,0,descubriríamos
descubrir,ir,br,cu,NULL,cu,2,1,2,0,iríais,0,NULL,0,descubriríais
descubrir,ir,br,cu,NULL,cu,3,1,2,0,irían,0,NULL,0,descubrirían
descubrir,ir,br,cu,NULL,cu,1,0,0,1,a,0,NULL,0,descubra
descubrir,ir,br,cu,NULL,cu,2,0,0,1,as,0,NULL,0,descubras
descubrir,ir,br,cu,NULL,cu,3,0,0,1,a,0,NULL,0,descubra
descubrir,ir,br,cu,NULL,cu,1,1,0,1,amos,0,NULL,0,descubramos
descubrir,ir,br,cu,NULL,cu,2,1,0,1,áis,0,NULL,0,descubráis
descubrir,ir,br,cu,NULL,cu,3,1,0,1,an,0,NULL,0,descubran
descubrir,ir,br,cu,NULL,cu,1,0,1,1,iera,0,NULL,0,descubriera
descubrir,ir,br,cu,NULL,cu,2,0,1,1,ieras,0,NULL,0,descubrieras
descubrir,ir,br,cu,NULL,cu,3,0,1,1,iera,0,NULL,0,descubriera
descubrir,ir,br,cu,NULL,cu,1,1,1,1,iéramos,0,NULL,0,descubriéramos
descubrir,ir,br,cu,NULL,cu,2,1,1,1,ierais,0,NULL,0,descubrierais
descubrir,ir,br,cu,NULL,cu,3,1,1,1,ieran,0,NULL,0,descubrieran
descubrir,ir,br,cu,NULL,cu,1,0,1,1,iere,0,NULL,0,descubriere
descubrir,ir,br,cu,NULL,cu,2,0,1,1,ieres,0,NULL,0,descubrieres
descubrir,ir,br,cu,NULL,cu,3,0,1,1,iere,0,NULL,0,descubriere
descubrir,ir,br,cu,NULL,cu,1,1,1,1,iéremos,0,NULL,0,descubriéremos
descubrir,ir,br,cu,NULL,cu,2,1,1,1,iereis,0,NULL,0,descubriereis
descubrir,ir,br,cu,NULL,cu,3,1,1,1,ieren,0,NULL,0,descubrieren
descubrir,ir,br,cu,NULL,cu,0,0,0,2,-,-,-,-,-
descubrir,ir,br,cu,NULL,cu,2,0,0,2,e,0,NULL,0,descubre
descubrir,ir,br,cu,NULL,cu,0,0,0,2,a,0,NULL,0,descubra
descubrir,ir,br,cu,NULL,cu,1,1,0,2,amos,0,NULL,0,descubramos
descubrir,ir,br,cu,NULL,cu,2,1,0,2,id,0,NULL,0,descubrid
descubrir,ir,br,cu,NULL,cu,0,0,0,2,an,0,NULL,0,descubran
disgustar,ar,t,gus,g,us,1,0,0,0,o,0,NULL,0,disgusto
disgustar,ar,t,gus,g,us,2,0,0,0,as,0,NULL,0,disgustas
disgustar,ar,t,gus,g,us,3,0,0,0,a,0,NULL,0,disgusta
disgustar,ar,t,gus,g,us,1,1,0,0,amos,0,NULL,0,disgustamos
disgustar,ar,t,gus,g,us,2,1,0,0,áis,0,NULL,0,disgustáis
disgustar,ar,t,gus,g,us,3,1,0,0,an,0,NULL,0,disgustan
disgustar,ar,t,gus,g,us,1,0,1,0,aba,0,NULL,0,disgustaba
disgustar,ar,t,gus,g,us,2,0,1,0,abas,0,NULL,0,disgustabas
disgustar,ar,t,gus,g,us,3,0,1,0,aba,0,NULL,0,disgustaba
disgustar,ar,t,gus,g,us,1,1,1,0,ábamos,0,NULL,0,disgustábamos
disgustar,ar,t,gus,g,us,2,1,1,0,abais,0,NULL,0,disgustabais
disgustar,ar,t,gus,g,us,3,1,1,0,aban,0,NULL,0,disgustaban
disgustar,ar,t,gus,g,us,1,0,2,0,é,0,NULL,0,disgusté
disgustar,ar,t,gus,g,us,2,0,2,0,aste,0,NULL,0,disgustaste
disgustar,ar,t,gus,g,us,3,0,2,0,ó,0,NULL,0,disgustó
disgustar,ar,t,gus,g,us,1,1,2,0,amos,0,NULL,0,disgustamos
disgustar,ar,t,gus,g,us,2,1,2,0,asteis,0,NULL,0,disgustasteis
disgustar,ar,t,gus,g,us,3,1,2,0,aron,0,NULL,0,disgustaron
disgustar,ar,t,gus,g,us,1,0,1,0,aré,0,NULL,0,disgustaré
disgustar,ar,t,gus,g,us,2,0,1,0,arás,0,NULL,0,disgustarás
disgustar,ar,t,gus,g,us,3,0,1,0,ará,0,NULL,0,disgustará
disgustar,ar,t,gus,g,us,1,1,1,0,aremos,0,NULL,0,disgustaremos
disgustar,ar,t,gus,g,us,2,1,1,0,aréis,0,NULL,0,disgustaréis
disgustar,ar,t,gus,g,us,3,1,1,0,arán,0,NULL,0,disgustarán
disgustar,ar,t,gus,g,us,1,0,2,0,aría,0,NULL,0,disgustaría
disgustar,ar,t,gus,g,us,2,0,2,0,arías,0,NULL,0,disgustarías
disgustar,ar,t,gus,g,us,3,0,2,0,aría,0,NULL,0,disgustaría
disgustar,ar,t,gus,g,us,1,1,2,0,aríamos,0,NULL,0,disgustaríamos
disgustar,ar,t,gus,g,us,2,1,2,0,aríais,0,NULL,0,disgustaríais
disgustar,ar,t,gus,g,us,3,1,2,0,arían,0,NULL,0,disgustarían
disgustar,ar,t,gus,g,us,1,0,0,1,e,0,NULL,0,disguste
disgustar,ar,t,gus,g,us,2,0,0,1,es,0,NULL,0,disgustes
disgustar,ar,t,gus,g,us,3,0,0,1,e,0,NULL,0,disguste
disgustar,ar,t,gus,g,us,1,1,0,1,emos,0,NULL,0,disgustemos
disgustar,ar,t,gus,g,us,2,1,0,1,éis,0,NULL,0,disgustéis
disgustar,ar,t,gus,g,us,3,1,0,1,en,0,NULL,0,disgusten
disgustar,ar,t,gus,g,us,1,0,1,1,ara,0,NULL,0,disgustara
disgustar,ar,t,gus,g,us,2,0,1,1,aras,0,NULL,0,disgustaras
disgustar,ar,t,gus,g,us,3,0,1,1,ara,0,NULL,0,disgustara
disgustar,ar,t,gus,g,us,1,1,1,1,áramos,0,NULL,0,disgustáramos
disgustar,ar,t,gus,g,us,2,1,1,1,arais,0,NULL,0,disgustarais
disgustar,ar,t,gus,g,us,3,1,1,1,aran,0,NULL,0,disgustaran
disgustar,ar,t,gus,g,us,1,0,1,1,are,0,NULL,0,disgustare
disgustar,ar,t,gus,g,us,2,0,1,1,ares,0,NULL,0,disgustares
disgustar,ar,t,gus,g,us,3,0,1,1,are,0,NULL,0,disgustare
disgustar,ar,t,gus,g,us,1,1,1,1,áremos,0,NULL,0,disgustáremos
disgustar,ar,t,gus,g,us,2,1,1,1,areis,0,NULL,0,disgustareis
disgustar,ar,t,gus,g,us,3,1,1,1,aren,0,NULL,0,disgustaren
disgustar,ar,t,gus,g,us,0,0,0,2,-,-,-,-,-
disgustar,ar,t,gus,g,us,2,0,0,2,a,0,NULL,0,disgusta
disgustar,ar,t,gus,g,us,0,0,0,2,e,0,NULL,0,disguste
disgustar,ar,t,gus,g,us,1,1,0,2,emos,0,NULL,0,disgustemos
disgustar,ar,t,gus,g,us,2,1,0,2,ad,0,NULL,0,disgustad
disgustar,ar,t,gus,g,us,0,0,0,2,en,0,NULL,0,disgusten
dividir,ir,d,vi,NULL,vi,1,0,0,0,o,0,NULL,0,divido
dividir,ir,d,vi,NULL,vi,2,0,0,0,es,0,NULL,0,divides
dividir,ir,d,vi,NULL,vi,3,0,0,0,e,0,NULL,0,divide
dividir,ir,d,vi,NULL,vi,1,1,0,0,imos,0,NULL,0,dividimos
dividir,ir,d,vi,NULL,vi,2,1,0,0,ís,0,NULL,0,dividís
dividir,ir,d,vi,NULL,vi,3,1,0,0,en,0,NULL,0,dividen
dividir,ir,d,vi,NULL,vi,1,0,1,0,ía,0,NULL,0,dividía
dividir,ir,d,vi,NULL,vi,2,0,1,0,ías,0,NULL,0,dividías
dividir,ir,d,vi,NULL,vi,3,0,1,0,ía,0,NULL,0,dividía
dividir,ir,d,vi,NULL,vi,1,1,1,0,íamos,0,NULL,0,dividíamos
dividir,ir,d,vi,NULL,vi,2,1,1,0,íais,0,NULL,0,dividíais
dividir,ir,d,vi,NULL,vi,3,1,1,0,ían,0,NULL,0,dividían
dividir,ir,d,vi,NULL,vi,1,0,2,0,í,0,NULL,0,dividí
dividir,ir,d,vi,NULL,vi,2,0,2,0,iste,0,NULL,0,dividiste
dividir,ir,d,vi,NULL,vi,3,0,2,0,ió,0,NULL,0,dividió
dividir,ir,d,vi,NULL,vi,1,1,2,0,imos,0,NULL,0,dividimos
dividir,ir,d,vi,NULL,vi,2,1,2,0,isteis,0,NULL,0,dividisteis
dividir,ir,d,vi,NULL,vi,3,1,2,0,ieron,0,NULL,0,dividieron
dividir,ir,d,vi,NULL,vi,1,0,1,0,iré,0,NULL,0,dividiré
dividir,ir,d,vi,NULL,vi,2,0,1,0,irás,0,NULL,0,dividirás
dividir,ir,d,vi,NULL,vi,3,0,1,0,irá,0,NULL,0,dividirá
dividir,ir,d,vi,NULL,vi,1,1,1,0,iremos,0,NULL,0,dividiremos
dividir,ir,d,vi,NULL,vi,2,1,1,0,iréis,0,NULL,0,dividiréis
dividir,ir,d,vi,NULL,vi,3,1,1,0,irán,0,NULL,0,dividirán
dividir,ir,d,vi,NULL,vi,1,0,2,0,iría,0,NULL,0,dividiría
dividir,ir,d,vi,NULL,vi,2,0,2,0,irías,0,NULL,0,dividirías
dividir,ir,d,vi,NULL,vi,3,0,2,0,iría,0,NULL,0,dividiría
dividir,ir,d,vi,NULL,vi,1,1,2,0,iríamos,0,NULL,0,dividiríamos
dividir,ir,d,vi,NULL,vi,2,1,2,0,iríais,0,NULL,0,dividiríais
dividir,ir,d,vi,NULL,vi,3,1,2,0,irían,0,NULL,0,dividirían
dividir,ir,d,vi,NULL,vi,1,0,0,1,a,0,NULL,0,divida
dividir,ir,d,vi,NULL,vi,2,0,0,1,as,0,NULL,0,dividas
dividir,ir,d,vi,NULL,vi,3,0,0,1,a,0,NULL,0,divida
dividir,ir,d,vi,NULL,vi,1,1,0,1,amos,0,NULL,0,dividamos
dividir,ir,d,vi,NULL,vi,2,1,0,1,áis,0,NULL,0,dividáis
dividir,ir,d,vi,NULL,vi,3,1,0,1,an,0,NULL,0,dividan
dividir,ir,d,vi,NULL,vi,1,0,1,1,iera,0,NULL,0,dividiera
dividir,ir,d,vi,NULL,vi,2,0,1,1,ieras,0,NULL,0,dividieras
dividir,ir,d,vi,NULL,vi,3,0,1,1,iera,0,NULL,0,dividiera
dividir,ir,d,vi,NULL,vi,1,1,1,1,iéramos,0,NULL,0,dividiéramos
dividir,ir,d,vi,NULL,vi,2,1,1,1,ierais,0,NULL,0,dividierais
dividir,ir,d,vi,NULL,vi,3,1,1,1,ieran,0,NULL,0,dividieran
dividir,ir,d,vi,NULL,vi,1,0,1,1,iere,0,NULL,0,dividiere
dividir,ir,d,vi,NULL,vi,2,0,1,1,ieres,0,NULL,0,dividieres
dividir,ir,d,vi,NULL,vi,3,0,1,1,iere,0,NULL,0,dividiere
dividir,ir,d,vi,NULL,vi,1,1,1,1,iéremos,0,NULL,0,dividiéremos
dividir,ir,d,vi,NULL,vi,2,1,1,1,iereis,0,NULL,0,dividiereis
dividir,ir,d,vi,NULL,vi,3,1,1,1,ieren,0,NULL,0,dividieren
dividir,ir,d,vi,NULL,vi,0,0,0,2,-,-,-,-,-
dividir,ir,d,vi,NULL,vi,2,0,0,2,e,0,NULL,0,divide
dividir,ir,d,vi,NULL,vi,0,0,0,2,a,0,NULL,0,divida
dividir,ir,d,vi,NULL,vi,1,1,0,2,amos,0,NULL,0,dividamos
dividir,ir,d,vi,NULL,vi,2,1,0,2,id,0,NULL,0,dividid
dividir,ir,d,vi,NULL,vi,0,0,0,2,an,0,NULL,0,dividan
duplicar,ar,c,pli,p,li,1,0,0,0,o,0,NULL,0,duplico
duplicar,ar,c,pli,p,li,2,0,0,0,as,0,NULL,0,duplicas
duplicar,ar,c,pli,p,li,3,0,0,0,a,0,NULL,0,duplica
duplicar,ar,c,pli,p,li,1,1,0,0,amos,0,NULL,0,duplicamos
duplicar,ar,c,pli,p,li,2,1,0,0,áis,0,NULL,0,duplicáis
duplicar,ar,c,pli,p,li,3,1,0,0,an,0,NULL,0,duplican
duplicar,ar,c,pli,p,li,1,0,1,0,aba,0,NULL,0,duplicaba
duplicar,ar,c,pli,p,li,2,0,1,0,abas,0,NULL,0,duplicabas
duplicar,ar,c,pli,p,li,3,0,1,0,aba,0,NULL,0,duplicaba
duplicar,ar,c,pli,p,li,1,1,1,0,ábamos,0,NULL,0,duplicábamos
duplicar,ar,c,pli,p,li,2,1,1,0,abais,0,NULL,0,duplicabais
duplicar,ar,c,pli,p,li,3,1,1,0,aban,0,NULL,0,duplicaban
duplicar,ar,c,pli,p,li,1,0,2,0,qué,0,NULL,0,dupliqué
duplicar,ar,c,pli,p,li,2,0,2,0,aste,0,NULL,0,duplicaste
duplicar,ar,c,pli,p,li,3,0,2,0,ó,0,NULL,0,duplicó
duplicar,ar,c,pli,p,li,1,1,2,0,amos,0,NULL,0,duplicamos
duplicar,ar,c,pli,p,li,2,1,2,0,asteis,0,NULL,0,duplicasteis
duplicar,ar,c,pli,p,li,3,1,2,0,aron,0,NULL,0,duplicaron
duplicar,ar,c,pli,p,li,1,0,1,0,aré,0,NULL,0,duplicaré
duplicar,ar,c,pli,p,li,2,0,1,0,arás,0,NULL,0,duplicarás
duplicar,ar,c,pli,p,li,3,0,1,0,ará,0,NULL,0,duplicará
duplicar,ar,c,pli,p,li,1,1,1,0,aremos,0,NULL,0,duplicaremos
duplicar,ar,c,pli,p,li,2,1,1,0,aréis,0,NULL,0,duplicaréis
duplicar,ar,c,pli,p,li,3,1,1,0,arán,0,NULL,0,duplicarán
duplicar,ar,c,pli,p,li,1,0,2,0,aría,0,NULL,0,duplicaría
duplicar,ar,c,pli,p,li,2,0,2,0,arías,0,NULL,0,duplicarías
duplicar,ar,c,pli,p,li,3,0,2,0,aría,0,NULL,0,duplicaría
duplicar,ar,c,pli,p,li,1,1,2,0,aríamos,0,NULL,0,duplicaríamos
duplicar,ar,c,pli,p,li,2,1,2,0,aríais,0,NULL,0,duplicaríais
duplicar,ar,c,pli,p,li,3,1,2,0,arían,0,NULL,0,duplicarían
duplicar,ar,c,pli,p,li,1,0,0,1,que,0,NULL,0,duplique
duplicar,ar,c,pli,p,li,2,0,0,1,ques,0,NULL,0,dupliques
duplicar,ar,c,pli,p,li,3,0,0,1,que,0,NULL,0,duplique
duplicar,ar,c,pli,p,li,1,1,0,1,quemos,0,NULL,0,dupliquemos
duplicar,ar,c,pli,p,li,2,1,0,1,quéis,0,NULL,0,dupliquéis
duplicar,ar,c,pli,p,li,3,1,0,1,quen,0,NULL,0,dupliquen
duplicar,ar,c,pli,p,li,1,0,1,1,ara,0,NULL,0,duplicara
duplicar,ar,c,pli,p,li,2,0,1,1,aras,0,NULL,0,duplicaras
duplicar,ar,c,pli,p,li,3,0,1,1,ara,0,NULL,0,duplicara
duplicar,ar,c,pli,p,li,1,1,1,1,áramos,0,NULL,0,duplicáramos
duplicar,ar,c,pli,p,li,2,1,1,1,arais,0,NULL,0,duplicarais
duplicar,ar,c,pli,p,li,3,1,1,1,aran,0,NULL,0,duplicaran
duplicar,ar,c,pli,p,li,1,0,1,1,are,0,NULL,0,duplicare
duplicar,ar,c,pli,p,li,2,0,1,1,ares,0,NULL,0,duplicares
duplicar,ar,c,pli,p,li,3,0,1,1,are,0,NULL,0,duplicare
duplicar,ar,c,pli,p,li,1,1,1,1,áremos,0,NULL,0,duplicáremos
duplicar,ar,c,pli,p,li,2,1,1,1,areis,0,NULL,0,duplicareis
duplicar,ar,c,pli,p,li,3,1,1,1,aren,0,NULL,0,duplicaren
duplicar,ar,c,pli,p,li,0,0,0,2,-,-,-,-,-
duplicar,ar,c,pli,p,li,2,0,0,2,a,0,NULL,0,duplica
duplicar,ar,c,pli,p,li,0,0,0,2,que,0,NULL,0,duplique
duplicar,ar,c,pli,p,li,1,1,0,2,quemos,0,NULL,0,dupliquemos
duplicar,ar,c,pli,p,li,2,1,0,2,ad,0,NULL,0,duplicad
duplicar,ar,c,pli,p,li,0,0,0,2,quen,0,NULL,0,dupliquen
dudar,ar,d,du,NULL,du,1,0,0,0,o,0,NULL,0,dudo
dudar,ar,d,du,NULL,du,2,0,0,0,as,0,NULL,0,dudas
dudar,ar,d,du,NULL,du,3,0,0,0,a,0,NULL,0,duda
dudar,ar,d,du,NULL,du,1,1,0,0,amos,0,NULL,0,dudamos
dudar,ar,d,du,NULL,du,2,1,0,0,áis,0,NULL,0,dudáis
dudar,ar,d,du,NULL,du,3,1,0,0,an,0,NULL,0,dudan
dudar,ar,d,du,NULL,du,1,0,1,0,aba,0,NULL,0,dudaba
dudar,ar,d,du,NULL,du,2,0,1,0,abas,0,NULL,0,dudabas
dudar,ar,d,du,NULL,du,3,0,1,0,aba,0,NULL,0,dudaba
dudar,ar,d,du,NULL,du,1,1,1,0,ábamos,0,NULL,0,dudábamos
dudar,ar,d,du,NULL,du,2,1,1,0,abais,0,NULL,0,dudabais
