infinitivo,pensyl,stem,-,tense,mood,class_pensyl,class_suff,conjugacion
destruir,des,tru,ellos,1,0,0,ían,destruían
destruir,des,tru,yo,2,0,0,í,destruí
destruir,des,tru,tu,2,0,0,iste,destruiste
destruir,des,tru,el,2,0,0,yó,destruyó
destruir,des,tru,nosotros,2,0,0,imos,destruimos
destruir,des,tru,vosotros,2,0,0,isteis,destruisteis
destruir,des,tru,ellos,2,0,0,yeron,destruyeron
destruir,des,tru,yo,3,0,0,iré,destruiré
destruir,des,tru,tu,3,0,0,irás,destruirás
destruir,des,tru,el,3,0,0,irá,destruirá
destruir,des,tru,nosotros,3,0,0,iremos,destruiremos
destruir,des,tru,vosotros,3,0,0,iréis,destruiréis
destruir,des,tru,ellos,3,0,0,irán,destruirán
destruir,des,tru,yo,4,0,0,iría,destruiría
destruir,des,tru,tu,4,0,0,irías,destruirías
destruir,des,tru,el,4,0,0,iría,destruiría
destruir,des,tru,nosotros,4,0,0,iríamos,destruiríamos
destruir,des,tru,vosotros,4,0,0,iríais,destruiríais
destruir,des,tru,ellos,4,0,0,irían,destruirían
destruir,des,tru,yo,0,1,0,ya,destruya
destruir,des,tru,tu,0,1,0,yas,destruyas
destruir,des,tru,el,0,1,0,ya,destruya
destruir,des,tru,nosotros,0,1,0,yamos,destruyamos
destruir,des,tru,vosotros,0,1,0,yáis,destruyáis
destruir,des,tru,ellos,0,1,0,yan,destruyan
destruir,des,tru,yo,1,1,0,yera,destruyera
destruir,des,tru,tu,1,1,0,yeras,destruyeras
destruir,des,tru,el,1,1,0,yera,destruyera
destruir,des,tru,nosotros,1,1,0,yéramos,destruyéramos
destruir,des,tru,vosotros,1,1,0,yerais,destruyerais
destruir,des,tru,ellos,1,1,0,yeran,destruyeran
destruir,des,tru,yo,3,1,0,yere,destruyere
destruir,des,tru,tu,3,1,0,yeres,destruyeres
destruir,des,tru,el,3,1,0,yere,destruyere
destruir,des,tru,nosotros,3,1,0,yéremos,destruyéremos
destruir,des,tru,vosotros,3,1,0,yereis,destruyereis
destruir,des,tru,ellos,3,1,0,yeren,destruyeren
destruir,des,tru,-,0,2,–,,–
destruir,des,tru,tu,0,2,0,ye,destruye
destruir,des,tru,-,0,2,0,ya,destruya
destruir,des,tru,nosotros,0,2,0,yamos,destruyamos
destruir,des,tru,vosotros,0,2,0,id,destruid
destruir,des,tru,-,0,2,0,yan,destruyan
detectar,tec,t,yo,0,0,0,o,detecto
detectar,tec,t,tu,0,0,0,as,detectas
detectar,tec,t,el,0,0,0,a,detecta
detectar,tec,t,nosotros,0,0,0,amos,detectamos
detectar,tec,t,vosotros,0,0,0,áis,detectáis
detectar,tec,t,ellos,0,0,0,an,detectan
detectar,tec,t,yo,1,0,0,aba,detectaba
detectar,tec,t,tu,1,0,0,abas,detectabas
detectar,tec,t,el,1,0,0,aba,detectaba
detectar,tec,t,nosotros,1,0,0,ábamos,detectábamos
detectar,tec,t,vosotros,1,0,0,abais,detectabais
detectar,tec,t,ellos,1,0,0,aban,detectaban
detectar,tec,t,yo,2,0,0,é,detecté
detectar,tec,t,tu,2,0,0,aste,detectaste
detectar,tec,t,el,2,0,0,ó,detectó
detectar,tec,t,nosotros,2,0,0,amos,detectamos
detectar,tec,t,vosotros,2,0,0,asteis,detectasteis
detectar,tec,t,ellos,2,0,0,aron,detectaron
detectar,tec,t,yo,3,0,0,aré,detectaré
detectar,tec,t,tu,3,0,0,arás,detectarás
detectar,tec,t,el,3,0,0,ará,detectará
detectar,tec,t,nosotros,3,0,0,aremos,detectaremos
detectar,tec,t,vosotros,3,0,0,aréis,detectaréis
detectar,tec,t,ellos,3,0,0,arán,detectarán
detectar,tec,t,yo,4,0,0,aría,detectaría
detectar,tec,t,tu,4,0,0,arías,detectarías
detectar,tec,t,el,4,0,0,aría,detectaría
detectar,tec,t,nosotros,4,0,0,aríamos,detectaríamos
detectar,tec,t,vosotros,4,0,0,aríais,detectaríais
detectar,tec,t,ellos,4,0,0,arían,detectarían
detectar,tec,t,yo,0,1,0,e,detecte
detectar,tec,t,tu,0,1,0,es,detectes
detectar,tec,t,el,0,1,0,e,detecte
detectar,tec,t,nosotros,0,1,0,emos,detectemos
detectar,tec,t,vosotros,0,1,0,éis,detectéis
detectar,tec,t,ellos,0,1,0,en,detecten
detectar,tec,t,yo,1,1,0,ara,detectara
detectar,tec,t,tu,1,1,0,aras,detectaras
detectar,tec,t,el,1,1,0,ara,detectara
detectar,tec,t,nosotros,1,1,0,áramos,detectáramos
detectar,tec,t,vosotros,1,1,0,arais,detectarais
detectar,tec,t,ellos,1,1,0,aran,detectaran
detectar,tec,t,yo,3,1,0,are,detectare
detectar,tec,t,tu,3,1,0,ares,detectares
detectar,tec,t,el,3,1,0,are,detectare
detectar,tec,t,nosotros,3,1,0,áremos,detectáremos
detectar,tec,t,vosotros,3,1,0,areis,detectareis
detectar,tec,t,ellos,3,1,0,aren,detectaren
detectar,tec,t,-,0,2,-,,–
detectar,tec,t,tu,0,2,0,a,detecta
detectar,tec,t,-,0,2,0,e,detecte
detectar,tec,t,nosotros,0,2,0,emos,detectemos
detectar,tec,t,vosotros,0,2,0,ad,detectad
detectar,tec,t,-,0,2,0,en,detecten
desarrollar,rro,ll,yo,0,0,0,o,desarrollo
desarrollar,rro,ll,tu,0,0,0,as,desarrollas
desarrollar,rro,ll,el,0,0,0,a,desarrolla
desarrollar,rro,ll,nosotros,0,0,0,amos,desarrollamos
desarrollar,rro,ll,vosotros,0,0,0,áis,desarrolláis
desarrollar,rro,ll,ellos,0,0,0,an,desarrollan
desarrollar,rro,ll,yo,1,0,0,aba,desarrollaba
desarrollar,rro,ll,tu,1,0,0,abas,desarrollabas
desarrollar,rro,ll,el,1,0,0,aba,desarrollaba
desarrollar,rro,ll,nosotros,1,0,0,ábamos,desarrollábamos
desarrollar,rro,ll,vosotros,1,0,0,abais,desarrollabais
desarrollar,rro,ll,ellos,1,0,0,aban,desarrollaban
desarrollar,rro,ll,yo,2,0,0,é,desarrollé
desarrollar,rro,ll,tu,2,0,0,aste,desarrollaste
desarrollar,rro,ll,el,2,0,0,ó,desarrolló
desarrollar,rro,ll,nosotros,2,0,0,amos,desarrollamos
desarrollar,rro,ll,vosotros,2,0,0,asteis,desarrollasteis
desarrollar,rro,ll,ellos,2,0,0,aron,desarrollaron
desarrollar,rro,ll,yo,3,0,0,aré,desarrollaré
desarrollar,rro,ll,tu,3,0,0,arás,desarrollarás
desarrollar,rro,ll,el,3,0,0,ará,desarrollará
desarrollar,rro,ll,nosotros,3,0,0,aremos,desarrollaremos
desarrollar,rro,ll,vosotros,3,0,0,aréis,desarrollaréis
desarrollar,rro,ll,ellos,3,0,0,arán,desarrollarán
desarrollar,rro,ll,yo,4,0,0,aría,desarrollaría
desarrollar,rro,ll,tu,4,0,0,arías,desarrollarías
desarrollar,rro,ll,el,4,0,0,aría,desarrollaría
desarrollar,rro,ll,nosotros,4,0,0,aríamos,desarrollaríamos
desarrollar,rro,ll,vosotros,4,0,0,aríais,desarrollaríais
desarrollar,rro,ll,ellos,4,0,0,arían,desarrollarían
desarrollar,rro,ll,yo,0,1,0,e,desarrolle
desarrollar,rro,ll,tu,0,1,0,es,desarrolles
desarrollar,rro,ll,el,0,1,0,e,desarrolle
desarrollar,rro,ll,nosotros,0,1,0,emos,desarrollemos
desarrollar,rro,ll,vosotros,0,1,0,éis,desarrolléis
desarrollar,rro,ll,ellos,0,1,0,en,desarrollen
desarrollar,rro,ll,yo,1,1,0,ara,desarrollara
desarrollar,rro,ll,tu,1,1,0,aras,desarrollaras
desarrollar,rro,ll,el,1,1,0,ara,desarrollara
desarrollar,rro,ll,nosotros,1,1,0,áramos,desarrolláramos
desarrollar,rro,ll,vosotros,1,1,0,arais,desarrollarais
desarrollar,rro,ll,ellos,1,1,0,aran,desarrollaran
desarrollar,rro,ll,yo,3,1,0,are,desarrollare
desarrollar,rro,ll,tu,3,1,0,ares,desarrollares
desarrollar,rro,ll,el,3,1,0,are,desarrollare
desarrollar,rro,ll,nosotros,3,1,0,áremos,desarrolláremos
desarrollar,rro,ll,vosotros,3,1,0,areis,desarrollareis
desarrollar,rro,ll,ellos,3,1,0,aren,desarrollaren
desarrollar,rro,ll,-,0,2,-,,–
desarrollar,rro,ll,tu,0,2,0,a,desarrolla
desarrollar,rro,ll,-,0,2,0,e,desarrolle
desarrollar,rro,ll,nosotros,0,2,0,emos,desarrollemos
desarrollar,rro,ll,vosotros,0,2,0,ad,desarrollad
desarrollar,rro,ll,-,0,2,0,en,desarrollen
restar,res,t,yo,0,0,0,o,resto
restar,res,t,tu,0,0,0,as,restas
restar,res,t,el,0,0,0,a,resta
restar,res,t,nosotros,0,0,0,amos,restamos
restar,res,t,vosotros,0,0,0,áis,restáis
restar,res,t,ellos,0,0,0,an,restan
restar,res,t,yo,1,0,0,aba,restaba
restar,res,t,tu,1,0,0,abas,restabas
restar,res,t,el,1,0,0,aba,restaba
restar,res,t,nosotros,1,0,0,ábamos,restábamos
restar,res,t,vosotros,1,0,0,abais,restabais
restar,res,t,ellos,1,0,0,aban,restaban
restar,res,t,yo,2,0,0,é,resté
restar,res,t,tu,2,0,0,aste,restaste
restar,res,t,el,2,0,0,ó,restó
restar,res,t,nosotros,2,0,0,amos,restamos
restar,res,t,vosotros,2,0,0,asteis,restasteis
restar,res,t,ellos,2,0,0,aron,restaron
restar,res,t,yo,3,0,0,aré,restaré
restar,res,t,tu,3,0,0,arás,restarás
restar,res,t,el,3,0,0,ará,restará
restar,res,t,nosotros,3,0,0,aremos,restaremos
restar,res,t,vosotros,3,0,0,aréis,restaréis
restar,res,t,ellos,3,0,0,arán,restarán
restar,res,t,yo,4,0,0,aría,restaría
restar,res,t,tu,4,0,0,arías,restarías
restar,res,t,el,4,0,0,aría,restaría
restar,res,t,nosotros,4,0,0,aríamos,restaríamos
restar,res,t,vosotros,4,0,0,aríais,restaríais
restar,res,t,ellos,4,0,0,arían,restarían
restar,res,t,yo,0,1,0,e,reste
restar,res,t,tu,0,1,0,es,restes
restar,res,t,el,0,1,0,e,reste
restar,res,t,nosotros,0,1,0,emos,restemos
restar,res,t,vosotros,0,1,0,éis,restéis
restar,res,t,ellos,0,1,0,en,resten
restar,res,t,yo,1,1,0,ara,restara
restar,res,t,tu,1,1,0,aras,restaras
restar,res,t,el,1,1,0,ara,restara
restar,res,t,nosotros,1,1,0,áramos,restáramos
restar,res,t,vosotros,1,1,0,arais,restarais
restar,res,t,ellos,1,1,0,aran,restaran
restar,res,t,yo,3,1,0,are,restare
restar,res,t,tu,3,1,0,ares,restares
restar,res,t,el,3,1,0,are,restare
restar,res,t,nosotros,3,1,0,áremos,restáremos
restar,res,t,vosotros,3,1,0,areis,restareis
restar,res,t,ellos,3,1,0,aren,restaren
restar,res,t,-,0,2,–,,–
restar,res,t,tu,0,2,0,a,resta
restar,res,t,-,0,2,0,e,reste
restar,res,t,nosotros,0,2,0,emos,restemos
restar,res,t,vosotros,0,2,0,ad,restad
restar,res,t,-,0,2,0,en,resten
desaparecer,re,c,yo,0,0,rez,o,desaparezco
desaparecer,re,c,tu,0,0,0,es,desapareces
desaparecer,re,c,el,0,0,0,e,desaparece
desaparecer,re,c,nosotros,0,0,0,emos,desaparecemos
desaparecer,re,c,vosotros,0,0,0,éis,desaparecéis
desaparecer,re,c,ellos,0,0,0,en,desaparecen
desaparecer,re,c,yo,1,0,0,ía,desaparecía
desaparecer,re,c,tu,1,0,0,ías,desaparecías
desaparecer,re,c,el,1,0,0,ía,desaparecía
desaparecer,re,c,nosotros,1,0,0,íamos,desaparecíamos
desaparecer,re,c,vosotros,1,0,0,íais,desaparecíais
desaparecer,re,c,ellos,1,0,0,ían,desaparecían
desaparecer,re,c,yo,2,0,0,í,desaparecí
desaparecer,re,c,tu,2,0,0,iste,desapareciste
desaparecer,re,c,el,2,0,0,ió,desapareció
desaparecer,re,c,nosotros,2,0,0,imos,desaparecimos
desaparecer,re,c,vosotros,2,0,0,isteis,desaparecisteis
desaparecer,re,c,ellos,2,0,0,ieron,desaparecieron
desaparecer,re,c,yo,3,0,0,eré,desapareceré
desaparecer,re,c,tu,3,0,0,erás,desaparecerás
desaparecer,re,c,el,3,0,0,erá,desaparecerá
desaparecer,re,c,nosotros,3,0,0,eremos,desapareceremos
desaparecer,re,c,vosotros,3,0,0,eréis,desapareceréis
desaparecer,re,c,ellos,3,0,0,erán,desaparecerán
desaparecer,re,c,yo,4,0,0,ería,desaparecería
desaparecer,re,c,tu,4,0,0,erías,desaparecerías
desaparecer,re,c,el,4,0,0,ería,desaparecería
desaparecer,re,c,nosotros,4,0,0,eríamos,desapareceríamos
desaparecer,re,c,vosotros,4,0,0,eríais,desapareceríais
desaparecer,re,c,ellos,4,0,0,erían,desaparecerían
desaparecer,re,c,yo,0,1,rez,a,desaparezca
desaparecer,re,c,tu,0,1,rez,as,desaparezcas
desaparecer,re,c,el,0,1,rez,a,desaparezca
desaparecer,re,c,nosotros,0,1,rez,amos,desaparezcamos
desaparecer,re,c,vosotros,0,1,rez,áis,desaparezcáis
desaparecer,re,c,ellos,0,1,rez,an,desaparezcan
desaparecer,re,c,yo,1,1,0,iera,desapareciera
desaparecer,re,c,tu,1,1,0,ieras,desaparecieras
desaparecer,re,c,el,1,1,0,iera,desapareciera
desaparecer,re,c,nosotros,1,1,0,iéramos,desapareciéramos
desaparecer,re,c,vosotros,1,1,0,ierais,desaparecierais
desaparecer,re,c,ellos,1,1,0,ieran,desaparecieran
desaparecer,re,c,yo,3,1,0,iere,desapareciere
desaparecer,re,c,tu,3,1,0,ieres,desaparecieres
desaparecer,re,c,el,3,1,0,iere,desapareciere
desaparecer,re,c,nosotros,3,1,0,iéremos,desapareciéremos
desaparecer,re,c,vosotros,3,1,0,iereis,desapareciereis
desaparecer,re,c,ellos,3,1,0,ieren,desaparecieren
desaparecer,re,c,-,0,2,-,,–
desaparecer,re,c,tu,0,2,0,e,desaparece
desaparecer,re,c,-,0,2,rez,a,desaparezca
desaparecer,re,c,nosotros,0,2,rez,amos,desaparezcamos
desaparecer,re,c,vosotros,0,2,0,ed,desapareced
desaparecer,re,c,-,0,2,rez,an,desaparezcan
descubrir,cu,br,yo,0,0,0,o,descubro
descubrir,cu,br,tu,0,0,0,es,descubres
descubrir,cu,br,el,0,0,0,e,descubre
descubrir,cu,br,nosotros,0,0,0,imos,descubrimos
descubrir,cu,br,vosotros,0,0,0,ís,descubrís
descubrir,cu,br,ellos,0,0,0,en,descubren
descubrir,cu,br,yo,1,0,0,ía,descubría
descubrir,cu,br,tu,1,0,0,ías,descubrías
descubrir,cu,br,el,1,0,0,ía,descubría
descubrir,cu,br,nosotros,1,0,0,íamos,descubríamos
descubrir,cu,br,vosotros,1,0,0,íais,descubríais
descubrir,cu,br,ellos,1,0,0,ían,descubrían
descubrir,cu,br,yo,2,0,0,í,descubrí
descubrir,cu,br,tu,2,0,0,iste,descubriste
descubrir,cu,br,el,2,0,0,ió,descubrió
descubrir,cu,br,nosotros,2,0,0,imos,descubrimos
descubrir,cu,br,vosotros,2,0,0,isteis,descubristeis
descubrir,cu,br,ellos,2,0,0,ieron,descubrieron
descubrir,cu,br,yo,3,0,0,iré,descubriré
descubrir,cu,br,tu,3,0,0,irás,descubrirás
descubrir,cu,br,el,3,0,0,irá,descubrirá
descubrir,cu,br,nosotros,3,0,0,iremos,descubriremos
descubrir,cu,br,vosotros,3,0,0,iréis,descubriréis
descubrir,cu,br,ellos,3,0,0,irán,descubrirán
descubrir,cu,br,yo,4,0,0,iría,descubriría
descubrir,cu,br,tu,4,0,0,irías,descubrirías
descubrir,cu,br,el,4,0,0,iría,descubriría
descubrir,cu,br,nosotros,4,0,0,iríamos,descubriríamos
descubrir,cu,br,vosotros,4,0,0,iríais,descubriríais
descubrir,cu,br,ellos,4,0,0,irían,descubrirían
descubrir,cu,br,yo,0,1,0,a,descubra
descubrir,cu,br,tu,0,1,0,as,descubras
descubrir,cu,br,el,0,1,0,a,descubra
descubrir,cu,br,nosotros,0,1,0,amos,descubramos
descubrir,cu,br,vosotros,0,1,0,áis,descubráis
descubrir,cu,br,ellos,0,1,0,an,descubran
descubrir,cu,br,yo,1,1,0,iera,descubriera
descubrir,cu,br,tu,1,1,0,ieras,descubrieras
descubrir,cu,br,el,1,1,0,iera,descubriera
descubrir,cu,br,nosotros,1,1,0,iéramos,descubriéramos
descubrir,cu,br,vosotros,1,1,0,ierais,descubrierais
descubrir,cu,br,ellos,1,1,0,ieran,descubrieran
descubrir,cu,br,yo,3,1,0,iere,descubriere
descubrir,cu,br,tu,3,1,0,ieres,descubrieres
descubrir,cu,br,el,3,1,0,iere,descubriere
descubrir,cu,br,nosotros,3,1,0,iéremos,descubriéremos
descubrir,cu,br,vosotros,3,1,0,iereis,descubriereis
descubrir,cu,br,ellos,3,1,0,ieren,descubrieren
descubrir,cu,br,-,0,2,-,,–
descubrir,cu,br,tu,0,2,0,e,descubre
descubrir,cu,br,-,0,2,0,a,descubra
descubrir,cu,br,nosotros,0,2,0,amos,descubramos
descubrir,cu,br,vosotros,0,2,0,id,descubrid
descubrir,cu,br,-,0,2,0,an,descubran
disgustar,gus,t,yo,0,0,0,o,disgusto
disgustar,gus,t,tu,0,0,0,as,disgustas
disgustar,gus,t,el,0,0,0,a,disgusta
disgustar,gus,t,nosotros,0,0,0,amos,disgustamos
disgustar,gus,t,vosotros,0,0,0,áis,disgustáis
disgustar,gus,t,ellos,0,0,0,an,disgustan
disgustar,gus,t,yo,1,0,0,aba,disgustaba
disgustar,gus,t,tu,1,0,0,abas,disgustabas
disgustar,gus,t,el,1,0,0,aba,disgustaba
disgustar,gus,t,nosotros,1,0,0,ábamos,disgustábamos
disgustar,gus,t,vosotros,1,0,0,abais,disgustabais
disgustar,gus,t,ellos,1,0,0,aban,disgustaban
disgustar,gus,t,yo,2,0,0,é,disgusté
disgustar,gus,t,tu,2,0,0,aste,disgustaste
disgustar,gus,t,el,2,0,0,ó,disgustó
disgustar,gus,t,nosotros,2,0,0,amos,disgustamos
disgustar,gus,t,vosotros,2,0,0,asteis,disgustasteis
disgustar,gus,t,ellos,2,0,0,aron,disgustaron
disgustar,gus,t,yo,3,0,0,aré,disgustaré
disgustar,gus,t,tu,3,0,0,arás,disgustarás
disgustar,gus,t,el,3,0,0,ará,disgustará
disgustar,gus,t,nosotros,3,0,0,aremos,disgustaremos
disgustar,gus,t,vosotros,3,0,0,aréis,disgustaréis
disgustar,gus,t,ellos,3,0,0,arán,disgustarán
disgustar,gus,t,yo,4,0,0,aría,disgustaría
disgustar,gus,t,tu,4,0,0,arías,disgustarías
disgustar,gus,t,el,4,0,0,aría,disgustaría
disgustar,gus,t,nosotros,4,0,0,aríamos,disgustaríamos
disgustar,gus,t,vosotros,4,0,0,aríais,disgustaríais
disgustar,gus,t,ellos,4,0,0,arían,disgustarían
disgustar,gus,t,yo,0,1,0,e,disguste
disgustar,gus,t,tu,0,1,0,es,disgustes
disgustar,gus,t,el,0,1,0,e,disguste
disgustar,gus,t,nosotros,0,1,0,emos,disgustemos
disgustar,gus,t,vosotros,0,1,0,éis,disgustéis
disgustar,gus,t,ellos,0,1,0,en,disgusten
disgustar,gus,t,yo,1,1,0,ara,disgustara
disgustar,gus,t,tu,1,1,0,aras,disgustaras
disgustar,gus,t,el,1,1,0,ara,disgustara
disgustar,gus,t,nosotros,1,1,0,áramos,disgustáramos
disgustar,gus,t,vosotros,1,1,0,arais,disgustarais
disgustar,gus,t,ellos,1,1,0,aran,disgustaran
disgustar,gus,t,yo,3,1,0,are,disgustare
disgustar,gus,t,tu,3,1,0,ares,disgustares
disgustar,gus,t,el,3,1,0,are,disgustare
disgustar,gus,t,nosotros,3,1,0,áremos,disgustáremos
disgustar,gus,t,vosotros,3,1,0,areis,disgustareis
disgustar,gus,t,ellos,3,1,0,aren,disgustaren
disgustar,gus,t,-,0,2,-,,–
disgustar,gus,t,tu,0,2,0,a,disgusta
disgustar,gus,t,-,0,2,0,e,disguste
disgustar,gus,t,nosotros,0,2,0,emos,disgustemos
disgustar,gus,t,vosotros,0,2,0,ad,disgustad
disgustar,gus,t,-,0,2,0,en,disgusten
dividir,vi,d,yo,0,0,0,o,divido
dividir,vi,d,tu,0,0,0,es,divides
dividir,vi,d,el,0,0,0,e,divide
dividir,vi,d,nosotros,0,0,0,imos,dividimos
dividir,vi,d,vosotros,0,0,0,ís,dividís
dividir,vi,d,ellos,0,0,0,en,dividen
dividir,vi,d,yo,1,0,0,ía,dividía
dividir,vi,d,tu,1,0,0,ías,dividías
dividir,vi,d,el,1,0,0,ía,dividía
dividir,vi,d,nosotros,1,0,0,íamos,dividíamos
dividir,vi,d,vosotros,1,0,0,íais,dividíais
dividir,vi,d,ellos,1,0,0,ían,dividían
dividir,vi,d,yo,2,0,0,í,dividí
dividir,vi,d,tu,2,0,0,iste,dividiste
dividir,vi,d,el,2,0,0,ió,dividió
dividir,vi,d,nosotros,2,0,0,imos,dividimos
dividir,vi,d,vosotros,2,0,0,isteis,dividisteis
dividir,vi,d,ellos,2,0,0,ieron,dividieron
dividir,vi,d,yo,3,0,0,iré,dividiré
dividir,vi,d,tu,3,0,0,irás,dividirás
dividir,vi,d,el,3,0,0,irá,dividirá
dividir,vi,d,nosotros,3,0,0,iremos,dividiremos
dividir,vi,d,vosotros,3,0,0,iréis,dividiréis
dividir,vi,d,ellos,3,0,0,irán,dividirán
dividir,vi,d,yo,4,0,0,iría,dividiría
dividir,vi,d,tu,4,0,0,irías,dividirías
dividir,vi,d,el,4,0,0,iría,dividiría
dividir,vi,d,nosotros,4,0,0,iríamos,dividiríamos
dividir,vi,d,vosotros,4,0,0,iríais,dividiríais
dividir,vi,d,ellos,4,0,0,irían,dividirían
dividir,vi,d,yo,0,1,0,a,divida
dividir,vi,d,tu,0,1,0,as,dividas
dividir,vi,d,el,0,1,0,a,divida
dividir,vi,d,nosotros,0,1,0,amos,dividamos
dividir,vi,d,vosotros,0,1,0,áis,dividáis
dividir,vi,d,ellos,0,1,0,an,dividan
dividir,vi,d,yo,1,1,0,iera,dividiera
dividir,vi,d,tu,1,1,0,ieras,dividieras
dividir,vi,d,el,1,1,0,iera,dividiera
dividir,vi,d,nosotros,1,1,0,iéramos,dividiéramos
dividir,vi,d,vosotros,1,1,0,ierais,dividierais
dividir,vi,d,ellos,1,1,0,ieran,dividieran
dividir,vi,d,yo,3,1,0,iere,dividiere
dividir,vi,d,tu,3,1,0,ieres,dividieres
dividir,vi,d,el,3,1,0,iere,dividiere
dividir,vi,d,nosotros,3,1,0,iéremos,dividiéremos
dividir,vi,d,vosotros,3,1,0,iereis,dividiereis
dividir,vi,d,ellos,3,1,0,ieren,dividieren
dividir,vi,d,-,0,2,-,,–
dividir,vi,d,tu,0,2,0,e,divide
dividir,vi,d,-,0,2,0,a,divida
dividir,vi,d,nosotros,0,2,0,amos,dividamos
dividir,vi,d,vosotros,0,2,0,id,dividid
dividir,vi,d,-,0,2,0,an,dividan
duplicar,pli,c,yo,0,0,0,o,duplico
duplicar,pli,c,tu,0,0,0,as,duplicas
duplicar,pli,c,el,0,0,0,a,duplica
duplicar,pli,c,nosotros,0,0,0,amos,duplicamos
duplicar,pli,c,vosotros,0,0,0,áis,duplicáis
duplicar,pli,c,ellos,0,0,0,an,duplican
duplicar,pli,c,yo,1,0,0,aba,duplicaba
duplicar,pli,c,tu,1,0,0,abas,duplicabas
duplicar,pli,c,el,1,0,0,aba,duplicaba
duplicar,pli,c,nosotros,1,0,0,ábamos,duplicábamos
duplicar,pli,c,vosotros,1,0,0,abais,duplicabais
duplicar,pli,c,ellos,1,0,0,aban,duplicaban
duplicar,pli,c,yo,2,0,0,qué,dupliqué
duplicar,pli,c,tu,2,0,0,aste,duplicaste
duplicar,pli,c,el,2,0,0,ó,duplicó
duplicar,pli,c,nosotros,2,0,0,amos,duplicamos
duplicar,pli,c,vosotros,2,0,0,asteis,duplicasteis
duplicar,pli,c,ellos,2,0,0,aron,duplicaron
duplicar,pli,c,yo,3,0,0,aré,duplicaré
duplicar,pli,c,tu,3,0,0,arás,duplicarás
duplicar,pli,c,el,3,0,0,ará,duplicará
duplicar,pli,c,nosotros,3,0,0,aremos,duplicaremos
duplicar,pli,c,vosotros,3,0,0,aréis,duplicaréis
duplicar,pli,c,ellos,3,0,0,arán,duplicarán
duplicar,pli,c,yo,4,0,0,aría,duplicaría
duplicar,pli,c,tu,4,0,0,arías,duplicarías
duplicar,pli,c,el,4,0,0,aría,duplicaría
duplicar,pli,c,nosotros,4,0,0,aríamos,duplicaríamos
duplicar,pli,c,vosotros,4,0,0,aríais,duplicaríais
duplicar,pli,c,ellos,4,0,0,arían,duplicarían
duplicar,pli,c,yo,0,1,0,que,duplique
duplicar,pli,c,tu,0,1,0,ques,dupliques
duplicar,pli,c,el,0,1,0,que,duplique
duplicar,pli,c,nosotros,0,1,0,quemos,dupliquemos
duplicar,pli,c,vosotros,0,1,0,quéis,dupliquéis
duplicar,pli,c,ellos,0,1,0,quen,dupliquen
duplicar,pli,c,yo,1,1,0,ara,duplicara
duplicar,pli,c,tu,1,1,0,aras,duplicaras
duplicar,pli,c,el,1,1,0,ara,duplicara
duplicar,pli,c,nosotros,1,1,0,áramos,duplicáramos
duplicar,pli,c,vosotros,1,1,0,arais,duplicarais
duplicar,pli,c,ellos,1,1,0,aran,duplicaran
duplicar,pli,c,yo,3,1,0,are,duplicare
duplicar,pli,c,tu,3,1,0,ares,duplicares
duplicar,pli,c,el,3,1,0,are,duplicare
duplicar,pli,c,nosotros,3,1,0,áremos,duplicáremos
duplicar,pli,c,vosotros,3,1,0,areis,duplicareis
duplicar,pli,c,ellos,3,1,0,aren,duplicaren
duplicar,pli,c,-,0,2,-,,–
duplicar,pli,c,tu,0,2,0,a,duplica
duplicar,pli,c,-,0,2,0,que,duplique
duplicar,pli,c,nosotros,0,2,0,quemos,dupliquemos
duplicar,pli,c,vosotros,0,2,0,ad,duplicad
duplicar,pli,c,-,0,2,0,quen,dupliquen
dudar,du,d,yo,0,0,0,o,dudo
dudar,du,d,tu,0,0,0,as,dudas
dudar,du,d,el,0,0,0,a,duda
dudar,du,d,nosotros,0,0,0,amos,dudamos
dudar,du,d,vosotros,0,0,0,áis,dudáis
dudar,du,d,ellos,0,0,0,an,dudan
dudar,du,d,yo,1,0,0,aba,dudaba
dudar,du,d,tu,1,0,0,abas,dudabas
dudar,du,d,el,1,0,0,aba,dudaba
dudar,du,d,nosotros,1,0,0,ábamos,dudábamos
dudar,du,d,vosotros,1,0,0,abais,dudabais
dudar,du,d,ellos,1,0,0,aban,dudaban
dudar,du,d,yo,2,0,0,é,dudé
dudar,du,d,tu,2,0,0,aste,dudaste
dudar,du,d,el,2,0,0,ó,dudó
dudar,du,d,nosotros,2,0,0,amos,dudamos
dudar,du,d,vosotros,2,0,0,asteis,dudasteis
dudar,du,d,ellos,2,0,0,aron,dudaron
dudar,du,d,yo,3,0,0,aré,dudaré
dudar,du,d,tu,3,0,0,arás,dudarás
dudar,du,d,el,3,0,0,ará,dudará
dudar,du,d,nosotros,3,0,0,aremos,dudaremos
dudar,du,d,vosotros,3,0,0,aréis,dudaréis
dudar,du,d,ellos,3,0,0,arán,dudarán
dudar,du,d,yo,4,0,0,aría,dudaría
dudar,du,d,tu,4,0,0,arías,dudarías
dudar,du,d,el,4,0,0,aría,dudaría
dudar,du,d,nosotros,4,0,0,aríamos,dudaríamos
dudar,du,d,vosotros,4,0,0,aríais,dudaríais
dudar,du,d,ellos,4,0,0,arían,dudarían
dudar,du,d,yo,0,1,0,e,dude
dudar,du,d,tu,0,1,0,es,dudes
dudar,du,d,el,0,1,0,e,dude
dudar,du,d,nosotros,0,1,0,emos,dudemos
